goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Sex;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;776;Tonga;2019.0;0.2;Float;;;;;;MICS 2019, table produced at HQ;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;780;Trinidad and Tobago;2017.0;24.8;Float;;;;;;National Women's and Health Survey for Trinidad and Tobago 2017;;['Refers to experiences of either being touched sexually or made to do something sexual when she did not want to'];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;796;Turks and Caicos Islands;2020.0;1;Float;;;;;;MICS 2019-20;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;798;Tuvalu;2020.0;0;Float;;;;;;MICS 2019-20;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;800;Uganda;2016.0;5.2;Float;;;;;;DHS 2016;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;800;Uganda;2016.0;1.3;Float;;;;;;DHS 2016;;[' '];CA;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;804;Ukraine;2007.0;1.8;Float;;;;;;DHS 2007;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;826;United Kingdom of Great Britain and Northern Ireland;2016.0;6.6;Float;;;;;;Crime Survey for England and Wales 2016;;"[""Refers to 'Any sexual assault' experienced before age 16 years that includes sexual assault by rape or penetration (including attempts) and other sexual assaults including indecent exposure or unwanted touching""]";C;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;826;United Kingdom of Great Britain and Northern Ireland;2016.0;1.2;Float;;;;;;Crime Survey for England and Wales 2016;;"[""Sexual assault before age 16 years; 'Any sexual assault' includes sexual assault by rape or penetration (including attempts) and other sexual assaults including indecent exposure or unwanted touching""]";C;PERCENT;18-29;MALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;834;United Republic of Tanzania;2016.0;7.3;Float;;;;;;DHS 2015-16;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;1;World;2020.0;2.8;Float;;;;;;DHS, MICS and other national surveys;;['Based on 52 countries with a population coverage 46 per cent of the global female population aged 18 to 29 years'];E;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;894;Zambia;2018.0;2.9;Float;;;;;;DHS 2018;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
['16'];['16.2'];['16.2.3'];VC_VAW_SXVLN;Proportion of population aged 18-29 years who experienced sexual violence by age 18, by sex (% of population aged 18-29);80;716;Zimbabwe;2019.0;2.4;Float;;;;;;MICS 2019;;[' '];CA;PERCENT;18-29;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_VAW_SXVLN&pageSize=999999999
