COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
GRC;Greece;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2021;Draft Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2021;Draft Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2021;Draft Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2021;No Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2021;Draft Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2021;Legislation;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2021;No Data;Despite the importance of consumer confidence for business-to-consumer e-commerce, many developing and transition economies still lack laws to protect consumers online. In as many as 52 countries, it was not possible to obtain data, suggesting that online consumer protection is not being fully addressed. Out of 142 countries for which data are available, 115 have adopted legislation on consumer protection related to e-commerce. That share varies from 78% in Europe to 52% in Africa and 71% in the Americas.;;;;;;;;;;;;PW;PLW;PLW;nan
