COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
EGY;Egypt;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2010;66–89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;HN;HND;HND;nan
