COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
NLD;Netherlands;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2022;50;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2022;37;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2022;84;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2022;28;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2022;73;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2022;90;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2022;80;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2022;18;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2022;31;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2022;68;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2022;85;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2022;18;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2022;50;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2022;77;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2022;32;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2022;36;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2022;40;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2022;52;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2022;87;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2022;69;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2022;37;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2022;27;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2022;63;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2022;70;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2022;78;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2022;68;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2022;21;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2022;64;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2022;16;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2022;49;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2022;83;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2022;37;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2022;79;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2022;39;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;GBR;nan
USA;United States;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2022;44;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2022;43;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2022;;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2022;68;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2022;73;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2022;57;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2022;63;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2022;81;;For countries which have legal measures in place only, this indicator assesses how well laws reflect the recommendations put forward in the Code and how effectively they are monitored and communicated. The total score out of 100 is used.;;;;;;;;;;;;;;ZWE;nan
