COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
GRD;Grenada;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2021;No Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2021;Draft Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2021;No Data;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2021;Legislation;As more and more social and economic activities have place online, the importance of privacy and data protection is increasingly recognized. Of equal concern is the collection, use and sharing of personal information to third parties without notice or consent of consumers. 137 out of 194 countries had put in place legislation to secure the protection of data and privacy. Africa and Asia show different level of adoption with 61 and 57 per cent of countries having adopted such legislations. The share in the least developed countries in only 48 per cent.;;;;;;;;;;;;PA;PAN;PAN;nan
