goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;dimensions.Quantile;ATTR_ENDPOINT
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2016.0;5.35591;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2016.0;16.53164;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2017.0;7.16438;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2017.0;18.2801;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2018.0;6.4428;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2018.0;18.23503;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2019.0;6.96194;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;188;Costa Rica;2019.0;18.3545;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2002.0;25.20135;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2002.0;20.61524;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2008.0;2.28044;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2008.0;8.07079;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2015.0;7.92255;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;384;Côte d'Ivoire;2015.0;5.42581;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2008.0;54.74313;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2008.0;59.36819;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2010.0;57.51293;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2010.0;58.13471;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2011.0;56.34707;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2011.0;54.28465;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2014.0;52.55622;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;191;Croatia;2014.0;52.84615;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;180;Democratic Republic of the Congo;2004.0;1.51236;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;180;Democratic Republic of the Congo;2004.0;0.59015;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;180;Democratic Republic of the Congo;2012.0;1.59962;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;180;Democratic Republic of the Congo;2012.0;0.64599;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;262;Djibouti;2012.0;8.50192;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;262;Djibouti;2012.0;5.33149;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;212;Dominica;2002.0;15.4359;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;212;Dominica;2002.0;13.3701;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2007.0;5.42859;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2007.0;2.34614;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2008.0;4.79105;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2008.0;2.43888;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2009.0;2.26235;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2009.0;5.11579;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2010.0;5.78479;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2010.0;2.48835;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2011.0;2.65945;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2011.0;6.1303;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2012.0;2.43564;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2012.0;5.68255;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2013.0;6.2101;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2013.0;2.75;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2014.0;2.58725;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2014.0;6.48566;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2015.0;2.56748;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2015.0;6.60105;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2016.0;2.43467;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2016.0;6.72266;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2017.0;2.45067;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2017.0;4.71885;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2018.0;5.52192;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2018.0;2.08428;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2019.0;1.75394;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;214;Dominican Republic;2019.0;6.30969;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;218;Ecuador;2008.0;2.07787;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;218;Ecuador;2008.0;7.2553;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;218;Ecuador;2010.0;9.35493;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;_T;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_SOCINS;[World Bank] Proportion of population covered by social insurance programs (%);836;218;Ecuador;2010.0;2.2245;Float;;;;;;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);;[''];CA;PERCENT;G;Q1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999
