ISO3;Year;population;Conflict Stock Displacement (Raw);RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_ENDPOINT
CUB;2016;11342.0115;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUB;2017;11336.405;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUB;2018;11328.244;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUB;2019;11316.6965;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUB;2020;11300.698;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUB;2021;11256.3725;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CUW;2021;;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CXR;2021;;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYM;2021;;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2013;1166.9685;212400;18201.005425596322;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2014;1176.995;212400;18045.95601510627;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2015;1187.28;272400;22943.19789771579;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2016;1197.8815;272000;22706.75354782589;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2017;1208.523;216867;17944.797078748194;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2018;1218.831;228125;18716.704776954313;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2019;1228.8365;228125;18564.308595976767;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2020;1237.537;228125;18433.792282574177;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CYP;2021;1244.188;242481;19489.096503100816;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CZE;2013;10514.5525;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CZE;2018;10534.593;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CZE;2020;10530.9535;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
CZE;2021;10510.7505;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2013;81680.5915;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2016;82331.4225;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2017;82624.374;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2018;82896.6955;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2019;83148.141;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2020;83328.9875;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DEU;2021;83408.5545;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DJI;2018;1057.198;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DJI;2019;1073.994;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DJI;2020;1090.156;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DJI;2021;1105.5575;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DMA;2013;68.8185;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DMA;2015;70.0065;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DMA;2017;70.403;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DMA;2018;70.8225;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DMA;2021;72.4125;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DNK;2021;5854.2405;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2013;10157.051;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2014;10282.115;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2015;10405.832;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2016;10527.5915;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2017;10647.244;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2018;10765.5305;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2019;10881.8825;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2020;10999.6635;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DOM;2021;11117.8735;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2013;38000.6265;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2014;38760.1675;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2015;39543.1545;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2016;40339.3285;2540;6.296584733679937;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2017;41136.546;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2018;41927.007;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2019;42705.3685;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2020;43451.666;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
DZA;2021;44177.9685;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2013;15722.9895;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2014;15957.994;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2015;16195.902;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2016;16439.585;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2017;16696.944;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2018;17015.6715;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2019;17343.7405;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2020;17588.5955;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ECU;2021;17797.737;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2014;95592.324;4071;4.258710144969381;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2015;97723.7985;9068;9.279213599131637;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2016;99784.0295;9068;9.08762659259015;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2017;101789.3855;35539;34.914249482329375;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2018;103740.7655;3200;3.084611902155282;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2019;105618.671;3200;3.029767341041434;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2020;107465.134;3181;2.960029808365567;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
EGY;2021;109262.1775;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ERI;2013;3296.367;10000;303.36427952348754;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ERI;2014;3323.425;10000;300.8944086296516;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ERI;2021;3620.312;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
ESH;2021;;;;Total number of internally displaced persons (conflict and violence) per 100.000 people. Calculated as 'Total Number of IDPs (Conflict and violence)' taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;https://api.idmcdb.org/api/displacement_data/xlsx?year=2013&year=2023&range=true&ci=IDMCWSHSOLO009
