COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
MAR;Morocco;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2023;Yes, there is a NAP;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2023;Yes, and the NAP addresses children’s rights specifically;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;GBR;nan
USA;United States;2023;Yes, there is a NAP;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2023;In progress;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2023;No;;This indicator assesses whether a country has a National Action Plan on Business and Human Rights and if they do, whether the plan specifically addresses children's rights. Note. It is not sufficient to only reference child labour.;;;;;;;;;;;;;;ZWE;nan
