COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
GHA;Ghana;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2021;Draft Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2021;Draft Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2021;Draft Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2021;No Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2021;Legislation;Cybercrime is a growing concern to countries at all levels of developments and affects both, buyers and sellers. While 156 countries (80 per cent) have enacted cybercrime legislation, the pattern varies by region: Europe has the highest adoption rate (91 per cent) and Africa the lowest (72 per cent). The evolving cybercrime landscape and resulting skills gaps are a significant challenge for law enforcement agencies and prosecutors, especially for cross-border enforcement.;;;;;;;;;;;;OM;OMN;OMN;nan
