COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
FRA;France;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;MMR;nan
