DATAFLOW;REF_AREA;FREQ;MEASURE;SEX;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_HOW_UEMP_SEX_NB(1.0);BRN;A;HOW_UEMP_NB;SEX_F;2021;45.62;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_T;2020;46.55;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_M;2020;49.53;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_F;2020;43.81;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_T;2021;47.09;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_M;2021;50.41;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_F;2021;44.06;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_T;2022;45.61;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_M;2022;48.66;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);BWA;A;HOW_UEMP_NB;SEX_F;2022;42.66;;NB;HR;0;HS - Multi-Topic Household Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_T;2020;35.76;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_M;2020;38.15;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_F;2020;33.08;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_T;2021;35.67;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_M;2021;37.95;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_F;2021;33.13;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_T;2022;35.74;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_M;2022;38.07;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CAN;A;HOW_UEMP_NB;SEX_F;2022;33.17;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_T;2020;35.28;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_M;2020;39.51;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_F;2020;30.05;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_T;2021;35.81;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_M;2021;39.88;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_F;2021;30.77;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_T;2022;36.06;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_M;2022;39.83;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHE;A;HOW_UEMP_NB;SEX_F;2022;31.31;;NB;HR;0;LFS - Enquête sur la Population Active;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_T;2020;41.3;B;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_M;2020;43.05;B;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_F;2020;38.79;B;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_T;2021;40.85;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_M;2021;42.48;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_F;2021;38.53;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_T;2022;40.93;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_M;2022;42.74;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CHL;A;HOW_UEMP_NB;SEX_F;2022;38.46;;NB;HR;0;LFS - Encuesta Nacional de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_T;2020;44.44;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_M;2020;47.16;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_F;2020;40.21;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_T;2021;44.48;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_M;2021;47.23;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_F;2021;40.27;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_T;2022;44.67;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_M;2022;46.87;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);COL;A;HOW_UEMP_NB;SEX_F;2022;41.48;;NB;HR;0;LFS - Gran Encuesta Integrada de Hogares;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_T;2020;42.12;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_M;2020;45.07;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_F;2020;37.09;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_T;2021;42.07;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_M;2021;45.14;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_F;2021;36.99;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_T;2022;42.75;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_M;2022;45.82;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CRI;A;HOW_UEMP_NB;SEX_F;2022;37.83;;NB;HR;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_T;2020;39.04;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_M;2020;40.59;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_F;2020;37.3;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_T;2021;38.69;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_M;2021;39.85;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CYP;A;HOW_UEMP_NB;SEX_F;2021;37.37;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_T;2020;39.93;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_M;2020;41.21;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_F;2020;38.32;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_T;2021;39.38;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_M;2021;40.44;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);CZE;A;HOW_UEMP_NB;SEX_F;2021;38.04;;NB;HR;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_T;2020;41.86;B;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);DOM;A;HOW_UEMP_NB;SEX_M;2020;44.13;B;NB;HR;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
