goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Sex;dimensions.Reporting Type;dimensions.Activity;ATTR_ENDPOINT
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;46.8;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;47.2;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;47.7;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;44.3;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;42.8;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2019.0;46.1;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;41.6;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;43.2;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;46.2;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;45.2;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;73.5;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;46.9;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;45.8;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;81.9;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;76;Brazil;2020.0;75.1;Float;;;;;;HS - Continuous National Household Sample Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;30.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;33;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;35;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;35.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;30.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;33;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;39.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;44.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2014.0;30.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;37.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;84.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;53.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;79.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;36.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;37.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;38.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;38.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2017.0;35.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;33.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;39.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;37.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;33.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;80.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;40.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;67.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;U;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;78;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2018.0;37.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;39.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;30.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;29.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;32;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;70.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;35;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;28.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;30.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2019.0;31.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;25.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;32.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;29.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;30.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;33.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;76.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;68.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;69.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;96;Brunei Darussalam;2020.0;25.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;854;Burkina Faso;2018.0;93.5;Float;;;;;;LFS - Regional Integrated Survey on Employment and the Informal Sector;;['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;854;Burkina Faso;2018.0;99.8;Float;;;;;;LFS - Regional Integrated Survey on Employment and the Informal Sector;;['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;854;Burkina Faso;2018.0;95.4;Float;;;;;;LFS - Regional Integrated Survey on Employment and the Informal Sector;;['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
