COUNTRY_ISO_3;time_period_not_used;population;GHO;PUBLISHSTATE;YEAR;REGION;country_not_used;SEX;ENVCAUSE;obs_value_no_used_2;Numeric;Low;High;StdErr;StdDev;Comments;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_ENDPOINT
COL;2019;50187.4065;AIR_4;PUBLISHED;2019;AMR;COL;BTSX;ENVCAUSE039;121 [55-198];121.05566;54.55763;197.97016;;;;0.24120724389294756;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
COM;2019;790.986;AIR_4;PUBLISHED;2019;AFR;COM;BTSX;ENVCAUSE039;33 [9-62];32.90353;9.40403;61.88933;;;;4.159811930931774;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
CPV;2019;577.0305;AIR_4;PUBLISHED;2019;AFR;CPV;BTSX;ENVCAUSE039;4 [2-6];3.65901;1.77968;5.66422;;;;0.6341103286568041;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
CRI;2019;5084.5315;AIR_4;PUBLISHED;2019;AMR;CRI;BTSX;ENVCAUSE039;3 [1-5];2.90359;1.32948;4.76103;;;;0.05710634303278483;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
CUB;2019;11316.6965;AIR_4;PUBLISHED;2019;AMR;CUB;BTSX;ENVCAUSE039;8 [3-14];7.66663;3.08317;13.78733;;;;0.06774618370299142;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
CYP;2019;1228.8365;AIR_4;PUBLISHED;2019;EUR;CYP;BTSX;ENVCAUSE039;0 [0-0];0.00209;0.00094;0.00344;;;;0.00017007958341081178;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
CZE;2019;10536.871;AIR_4;PUBLISHED;2019;EUR;CZE;BTSX;ENVCAUSE039;2 [1-3];1.74394;0.77748;2.86408;;;;0.016550833734227173;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
DEU;2019;83148.141;AIR_4;PUBLISHED;2019;EUR;DEU;BTSX;ENVCAUSE039;3 [1-6];3.16164;1.16151;5.8168;;;;0.003802418144261337;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
DJI;2019;1073.994;AIR_4;PUBLISHED;2019;EMR;DJI;BTSX;ENVCAUSE039;26 [7-47];26.10823;6.91574;47.30785;;;;2.4309474727046894;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
DNK;2019;5795.878;AIR_4;PUBLISHED;2019;EUR;DNK;BTSX;ENVCAUSE039;0 [0-0];0.04958;0.01617;0.09509;;;;0.0008554355353925669;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
DOM;2019;10881.8825;AIR_4;PUBLISHED;2019;AMR;DOM;BTSX;ENVCAUSE039;30 [3-71];29.54912;2.75475;70.58533;;;;0.27154419283612;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
DZA;2019;42705.3685;AIR_4;PUBLISHED;2019;AFR;DZA;BTSX;ENVCAUSE039;387 [176-603];386.86776;176.4758;603.06992;;;;0.9058995943332043;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ECU;2019;17343.7405;AIR_4;PUBLISHED;2019;AMR;ECU;BTSX;ENVCAUSE039;76 [38-120];76.10516;37.87052;120.35632;;;;0.43880476648044864;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
EGY;2019;105618.671;AIR_4;PUBLISHED;2019;EMR;EGY;BTSX;ENVCAUSE039;1 576 [1 152-2 030];1575.67879;1151.53931;2029.86979;;;;1.4918562930980261;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ERI;2019;3498.818;AIR_4;PUBLISHED;2019;AFR;ERI;BTSX;ENVCAUSE039;84 [26-149];84.33514;26.00127;149.15893;;;;2.4103894515233426;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ESP;2019;47131.372;AIR_4;PUBLISHED;2019;EUR;ESP;BTSX;ENVCAUSE039;2 [1-3];1.65656;0.55493;3.19373;;;;0.003514771435043308;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
EST;2019;1327.0385;AIR_4;PUBLISHED;2019;EUR;EST;BTSX;ENVCAUSE039;0 [0-0];0.06172;0.01202;0.15149;;;;0.00465095775292126;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
ETH;2019;114120.5935;AIR_4;PUBLISHED;2019;AFR;ETH;BTSX;ENVCAUSE039;3 309 [1 561-5 161];3309.11499;1561.32511;5161.49485;;;;2.8996650722816297;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
FIN;2019;5521.5365;AIR_4;PUBLISHED;2019;EUR;FIN;BTSX;ENVCAUSE039;0 [0-0];0.0616;0.01081;0.15724;;;;0.0011156314913430348;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
FJI;2019;918.4645;AIR_4;PUBLISHED;2019;WPR;FJI;BTSX;ENVCAUSE039;4 [0-10];3.99261;0.11376;10.17533;;;;0.43470487972044647;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
FRA;2019;64399.7585;AIR_4;PUBLISHED;2019;EUR;FRA;BTSX;ENVCAUSE039;3 [1-6];3.02508;1.0845;5.61713;;;;0.004697346807597112;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
FSM;2019;111.3785;AIR_4;PUBLISHED;2019;WPR;FSM;BTSX;ENVCAUSE039;1 [0-2];0.65686;0.0;1.87409;;;;0.5897547551816553;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GAB;2019;2242.7855;AIR_4;PUBLISHED;2019;AFR;GAB;BTSX;ENVCAUSE039;44 [7-91];44.42498;7.4834;91.23195;;;;1.9807948642435933;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GBR;2019;66778.659;AIR_4;PUBLISHED;2019;EUR;GBR;BTSX;ENVCAUSE039;8 [3-15];7.88351;2.60456;15.34538;;;;0.011805433229798759;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GEO;2019;3770.8105;AIR_4;PUBLISHED;2019;EUR;GEO;BTSX;ENVCAUSE039;6 [3-10];6.4801;3.43895;9.98893;;;;0.17184899638950302;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GHA;2019;31522.29;AIR_4;PUBLISHED;2019;AFR;GHA;BTSX;ENVCAUSE039;933 [611-1 276];933.20895;611.03836;1276.43638;;;;2.960473208006144;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GIN;2019;12877.5385;AIR_4;PUBLISHED;2019;AFR;GIN;BTSX;ENVCAUSE039;1 265 [700-1 851];1264.74823;700.02648;1850.59902;;;;9.821350796194475;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GMB;2019;2508.8835;AIR_4;PUBLISHED;2019;AFR;GMB;BTSX;ENVCAUSE039;96 [53-139];95.67618;53.13704;138.87237;;;;3.8134963221688056;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GNB;2019;1970.4565;AIR_4;PUBLISHED;2019;AFR;GNB;BTSX;ENVCAUSE039;96 [49-148];96.40604;49.23558;147.8888;;;;4.892573878185081;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GNQ;2019;1553.0305;AIR_4;PUBLISHED;2019;AFR;GNQ;BTSX;ENVCAUSE039;88 [13-178];88.24334;12.68754;177.66555;;;;5.682009464720751;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GRC;2019;10574.024;AIR_4;PUBLISHED;2019;EUR;GRC;BTSX;ENVCAUSE039;1 [0-1];0.69379;0.31415;1.1301;;;;0.00656126749854171;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GRD;2019;122.7235;AIR_4;PUBLISHED;2019;AMR;GRD;BTSX;ENVCAUSE039;0 [0-0];0.01446;0.00411;0.02757;;;;0.011782584427595368;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GTM;2019;17106.3375;AIR_4;PUBLISHED;2019;AMR;GTM;BTSX;ENVCAUSE039;251 [136-377];251.43322;135.57907;377.44854;;;;1.4698249698393941;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
GUY;2019;798.753;AIR_4;PUBLISHED;2019;AMR;GUY;BTSX;ENVCAUSE039;3 [1-7];3.40892;0.84612;6.89461;;;;0.426780243704875;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
HND;2019;9958.829;AIR_4;PUBLISHED;2019;AMR;HND;BTSX;ENVCAUSE039;62 [31-97];62.1953;30.61591;97.09675;;;;0.624524228701989;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
HRV;2019;4129.7515;AIR_4;PUBLISHED;2019;EUR;HRV;BTSX;ENVCAUSE039;0 [0-1];0.33619;0.1581;0.54075;;;;0.008140683525388876;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
HTI;2019;11160.438;AIR_4;PUBLISHED;2019;AMR;HTI;BTSX;ENVCAUSE039;242 [40-523];241.86681;39.98574;523.39117;;;;2.167180266580935;The burden of disease attributable to ambient air pollution expressed as Number of deaths of children under 5 years per 100.000 children under 5 years. Note: Data about deaths drawm from WHO (https://apps.who.int/gho/data/node.imr.AIR_4?lang=en), refering to year 2016. Data about population under 5 years drawn from UNICEF (https://data.unicef.org/resources/data_explorer/unicef_f/?ag=UNICEF&df=GLOBAL_DATAFLOW&ver=1.0&dq=.DM_POP_U5..&startPeriod=2008&endPeriod=2018), referring to year 2018. Due to a lack of matching data, the WHO data from 2016 had to be normalized with population data from 2018.;http://apps.who.int/gho/athena/api/GHO/AIR_4.csv
