COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
GRC;Greece;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 66";;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 67";;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 68";;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 69";;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 70";;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 71";;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 72";;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 73";;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 74";;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 75";;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 76";;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 77";;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 78";;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 79";;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 80";;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 81";;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 82";;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 83";;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 84";;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 85";;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 86";;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 87";;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 88";;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 89";;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 90";;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2023;No data;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 91";;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 92";;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 93";;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 94";;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 95";;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 96";;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 97";;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 98";;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 99";;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 100";;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 101";;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 102";;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2023;No data;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 103";;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 104";;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 105";;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 106";;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 107";;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 108";;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 109";;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 110";;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 111";;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 112";;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 113";;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 114";;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 115";;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 116";;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 117";;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 118";;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 119";;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 120";;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 121";;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2023;No - no policy/strategy or legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 122";;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 123";;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 124";;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 125";;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 126";;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 127";;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 128";;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 129";;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 130";;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2023;Yes - there is policy/strategy AND legislation.;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 131";;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2023;Partial - legislation but no strategy/policy;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 132";;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2023;No data;;"This indicator assesses whether the country has a national strategy or policy on child online protection. Data is from the ITU country profiles and the traffic light indicators at the top of each profile that indicate whether a country has a national strategy on child online protection and whether it has national legislation on child online protection. Answer options include: country has national strategy or policy and legislation = 3; country has legislation only = 2; country has no legislation or policy/strategy = 1; or no data = 133";;;;;;;;;;;;PW;PLW;PLW;nan
