DATAFLOW;REF_AREA;FREQ;MEASURE;OCU;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;10.38;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;18.32;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;14.9;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_7;2021;12.15;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_8;2021;-20.01;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_9;2021;17.51;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_0;2021;71.22;B;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BOL;A;EAR_GGAP_RT;OCU_ISCO08_X;2021;;U;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised | BOB: Bolivian;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2020;5.65;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_1;2020;27.37;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_2;2020;26.41;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_3;2020;18.46;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_4;2020;12.31;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_5;2020;25.33;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_6;2020;16.43;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_7;2020;15.18;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_8;2020;24.03;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_9;2020;-17.23;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_0;2020;-12.0;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_X;2020;-200.09;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2021;4.32;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_1;2021;14.73;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_2;2021;20.9;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_3;2021;21.49;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;12.58;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;19.44;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;5.32;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_7;2021;15.71;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_8;2021;28.66;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_9;2021;-11.34;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_0;2021;-23.79;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_X;2021;-18.25;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2022;8.91;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_1;2022;12.77;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_2;2022;26.62;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_3;2022;20.85;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_4;2022;12.54;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_5;2022;24.59;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_6;2022;5.22;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_7;2022;14.99;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_8;2022;22.57;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_9;2022;-8.46;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_0;2022;-26.24;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BRA;A;EAR_GGAP_RT;OCU_ISCO08_X;2022;-47.36;;RT;PT;0;HS - Pesquisa Nacional por Amostra de Domicílios Contínua;Repository: ILO-STATISTICS - Micro data processing;BRL: Real;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2020;7.08;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_1;2020;25.8;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_2;2020;-13.2;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_3;2020;-2.33;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_4;2020;7.01;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_5;2020;33.39;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_6;2020;-8.87;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_7;2020;26.25;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_8;2020;30.01;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_9;2020;20.98;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_0;2020;-41.67;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_X;2020;14.09;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_TOTAL;2021;3.33;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_1;2021;25.58;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_2;2021;4.17;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_3;2021;-16.01;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_4;2021;-3.91;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_5;2021;25.39;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_6;2021;28.62;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_7;2021;24.04;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_8;2021;6.33;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_EAR_GGAP_OCU_RT(1.0);BTN;A;EAR_GGAP_RT;OCU_ISCO08_9;2021;19.67;;RT;PT;0;LFS - Labour Force Survey Report;Repository: ILO-STATISTICS - Micro data processing;BTN: Ngultrum;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_EAR_GGAP_OCU_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
