goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;97.9;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;100;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;100;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;100;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;96.5;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;422;Lebanon;2016.0;98.9;Float;;;;;;MICS 2015-16;;['Residents of Lebanon Subsample only'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;39.3;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;44.3;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;51.6;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;56.1;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;44.5;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;426;Lesotho;2018.0;28.1;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;63.7;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;71.2;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;68.1;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;64;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;65.3;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;430;Liberia;2020.0;66.3;Float;;;;;;DHS 2019-20;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;438;Liechtenstein;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;440;Lithuania;2020.0;100;Float;;;;;;Statistics Lithuania 2020;;['Births registered'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;442;Luxembourg;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;74.3;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;80.5;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;79.5;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;78.6;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;79.6;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;450;Madagascar;2018.0;79.2;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;6.8;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;6;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;4.6;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;5.1;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;5.5;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;454;Malawi;2014.0;5.6;Float;;;;;;MICS 2013-14;;['Data refer only to children with a birth certificate'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;96.3;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;99.5;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;99.4;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;99.3;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;99.6;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;462;Maldives;2017.0;98.8;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;89.3;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;83.7;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;86.7;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;87;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;86.1;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;466;Mali;2018.0;87.4;Float;;;;;;DHS 2018;;['In the Kidal region, only urban areas were sampled.'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;470;Malta;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;584;Marshall Islands;2017.0;83.8;Float;;;;;;ICHNS 2017;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;45;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;60;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;71.4;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;73.7;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;74.7;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;478;Mauritania;2015.0;65.6;Float;;;;;;MICS 2015;;['Data refer only to children with a birth certificate'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;99.4;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;98.7;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;99.1;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;89.2;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;97.6;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;484;Mexico;2020.0;97;Float;;;;;;INEGI. Population and Housing Census 2020;;['Data refers to children whose births are registered in Mexico or another country.'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;492;Monaco;2020.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;98.2;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;496;Mongolia;2018.0;99.6;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;97.7;Float;;;;;;MICS 2013;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;100;Float;;;;;;MICS 2013;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;100;Float;;;;;;MICS 2013;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;99.1;Float;;;;;;MICS 2013;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;100;Float;;;;;;MICS 2013;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;499;Montenegro;2013.0;99.4;Float;;;;;;MICS 2013;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;500;Montserrat;2017.0;100;Float;;;;;;National Civil Authority, Registry Department, 2017;;['Births registered'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
