COUNTRY_NAME;"Population 
(from United Nations Population Division, World Population Prospects)";Region;RAW_OBS_VALUE;Est. number of people in modern slavery;Factor One Governance Issues ;Factor Two Nourishment and Access ;Factor Three Inequality;Factor Four Disenfranchised Groups;Factor Five Effects of Conflict;Final overall (normalised, weighted) vulnerability score;Support survivors;%;Criminal justice;%.1;Coordination;%.2;NEG Government  complicity (1.4.3);NEG State-imposed forced labour (1.8.1);Address risk;%.3;Supply chains;%.4;SUM/104;SUM Neg;TOTAL;Credit rating;TIME_PERIOD;ATTR_UNIT_MEASURE;ATTR_ENDPOINT
Uzbekistan;30976000.0;Europe and Central Asia;5.17676133982884;160000;71.73001012504646;20.261287819530917;32.61758070416667;8.96156745;18.03798179186996;47.51048802365343;2.7166666666666663;30.185185185185183;2.033333333333333;33.888888888888886;1.25;31.25;-1.0;-1.0;4.5;64.28571428571429;0.0;0.0;10.5;-2.0;30.357142857142854;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Sierra Leone;7237000.0;Africa;5.031936572103005;36000;50.86537623026777;46.144751378250994;41.16332142500001;48.13286196666667;18.087369864003374;55.21121354390002;4.8;53.7;2.2666666666666666;37.77777777777778;2.0;50.0;0.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;13.516666666666666;0.0;46.2;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Ghana;27583000.0;Africa;4.8358818691218906;133000;52.64211289917374;29.123978244857852;42.033916925;53.71462736666666;21.627810626096856;52.161766465242785;2.2333333333333334;24.814814814814813;2.0;33.33333333333333;1.5;37.5;-1.0;0.0;2.833333333333333;40.476190476190474;0.16666666666666666;8.333333333333332;8.733333333333333;-1.0;27.619047619047617;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Iraq;36116000.0;Arab States;4.830977981953844;174000;72.59939300278613;34.89725999787438;65.21109966040224;46.61069762611276;89.43125360813382;85.72691255813187;;;;;;;;;;;;;;;;;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Gabon;1930000.0;Africa;4.829529616153417;9000;56.536869838223204;27.05089019078474;36.558453525000004;47.48243273333333;12.372933931787164;49.075530986446346;2.5;27.77777777777778;0.7;11.666666666666666;1.25;31.25;0.0;0.0;2.333333333333333;33.33333333333333;0.0;0.0;6.783333333333333;0.0;24.226190476190474;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Indonesia;258162000.0;Asia and the Pacific;4.726287326400066;1220000;43.709914767807234;38.00500444074408;35.823012625000004;53.26570253333333;32.17689078657994;50.453350783982444;4.3;47.77777777777777;3.5999999999999996;60.0;2.0;50.0;0.0;0.0;4.333333333333333;61.9047619047619;0.0;0.0;14.23333333333333;0.0;50.83333333333332;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Tajikistan;8549000.0;Europe and Central Asia;4.538313522553063;39000;67.39402379005182;30.91397567277113;32.79554666666667;27.77883315;30.142287368993692;55.78522703303687;3.5;38.88888888888889;2.1666666666666665;36.11111111111111;1.75;43.75;-1.0;0.0;2.833333333333333;40.476190476190474;0.0;0.0;10.25;-1.0;33.035714285714285;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Burkina Faso;18111000.0;Africa;4.522911071369857;82000;58.439104742831205;31.633200546860298;40.26885565;35.220402;26.229353741202704;53.077169568579336;3.433333333333333;38.148148148148145;1.7999999999999998;30.0;1.75;43.75;0.0;0.0;3.0;42.857142857142854;0.0;0.0;9.983333333333333;0.0;35.6547619047619;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Viet Nam;93572000.0;Asia and the Pacific;4.504251751854102;421000;53.58418460507344;23.199865907866123;28.113970000000005;32.465933140840555;18.54841757041422;41.488790370740624;5.599999999999999;62.222222222222214;2.6999999999999997;44.99999999999999;2.5;62.5;-1.0;-1.0;4.666666666666666;66.66666666666666;0.0;0.0;15.466666666666665;-2.0;48.09523809523809;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Bulgaria;7177000.0;Europe and Central Asia;4.464942239100777;32000;32.99252635485565;14.699236984387673;43.347395175;44.100899133333336;17.38388369484143;31.34220764766163;5.383333333333334;59.814814814814824;2.9666666666666663;49.44444444444444;2.25;56.25;0.0;0.0;4.666666666666666;66.66666666666666;0.3666666666666667;18.333333333333336;15.633333333333333;0.0;55.833333333333336;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Azerbaijan;9617000.0;Europe and Central Asia;4.464912203232378;43000;60.338083690617694;21.185911190593753;23.931305424999998;35.7038033;32.52994215149428;47.75200672022986;2.516666666666666;27.962962962962955;4.3;71.66666666666667;2.5;62.5;0.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;13.483333333333333;0.0;48.1547619047619;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Georgia;3952000.0;Europe and Central Asia;4.333950211530388;17000;41.5374335027953;19.283402440611553;33.8975155;43.898912200000005;31.42050618607821;39.16111692434736;6.666666666666667;74.07407407407408;3.833333333333333;63.888888888888886;2.25;56.25;0.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;17.583333333333332;0.0;62.797619047619044;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Romania;19877000.0;Europe and Central Asia;4.322711736241792;86000;35.812323323476896;19.512945402469718;32.64730789210789;52.01018714618715;16.113874446274004;33.87961242454037;4.8;53.333333333333336;3.1333333333333333;52.22222222222223;2.0;50.0;-1.0;0.0;3.0;42.857142857142854;0.3666666666666667;18.333333333333336;13.3;-1.0;43.92857142857143;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Cyprus;1161000.0;Europe and Central Asia;4.224560585473545;5000;24.515534632293868;16.690306021367107;32.601514463220674;29.681404539430087;10.060316281063146;19.116307078203366;6.133333333333333;68.14814814814815;4.666666666666667;77.77777777777779;2.25;56.25;0.0;0.0;4.333333333333333;61.9047619047619;0.3666666666666667;18.333333333333336;17.75;0.0;63.39285714285714;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Kazakhstan;17750000.0;Europe and Central Asia;4.21061684498874;75000;60.38446914945069;14.533495116408522;25.090903824999998;38.17074926666667;19.489125279488153;43.318814097807454;3.85;42.77777777777778;2.9999999999999996;49.99999999999999;1.5;37.5;-1.0;0.0;1.833333333333333;26.190476190476186;0.0;0.0;10.183333333333334;-1.0;32.79761904761905;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Lesotho;2175000.0;Africa;4.176791649046761;9000;53.765741858714996;50.65294189818941;44.564704733333336;41.9428802;18.609560899932927;58.28972454395067;3.2333333333333334;35.92592592592593;2.2333333333333334;37.22222222222222;2.25;56.25;0.0;0.0;3.0;42.857142857142854;0.0;0.0;10.716666666666667;0.0;38.273809523809526;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Kyrgyzstan;5865000.0;Europe and Central Asia;4.10911339854641;24000;49.605386620267915;19.687845069785777;35.36976975;42.596000733333334;23.18554094546106;42.756599526937144;2.966666666666667;32.96296296296297;2.9;48.333333333333336;2.25;56.25;-1.0;0.0;4.333333333333333;61.9047619047619;0.0;0.0;12.45;-1.0;40.89285714285714;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Cape Verde;533000.0;Africa;4.105031179759495;2000;48.736846836403714;19.68576579060131;44.09133137115384;44.078812633333335;22.084341094512595;44.46619910660092;2.1166666666666667;23.51851851851852;0.9666666666666666;16.11111111111111;1.0;25.0;0.0;0.0;2.333333333333333;33.33333333333333;0.0;0.0;6.416666666666666;0.0;22.916666666666664;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Dominican Republic;10528000.0;Americas;4.027443219257334;42000;42.467068782158044;28.689855212598115;46.12516925;38.7790955;21.762749786682992;43.084782179564634;6.216666666666666;69.07407407407406;4.699999999999999;78.33333333333331;1.5;37.5;-1.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;17.249999999999996;-1.0;58.03571428571427;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Kosovo;1905000.0;Europe and Central Asia;3.9704890545737395;8000;53.11528096969136;16.027657315589142;39.28286156666667;49.701537800000004;11.958584337349398;43.81301575954856;6.0;66.66666666666666;3.1333333333333333;62.66666666666667;1.5;37.5;0.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;14.799999999999999;0.0;54.81481481481482;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Latvia;1993000.0;Europe and Central Asia;3.8636210917364266;8000;31.71968597379343;15.922814990283937;23.822733341511288;43.98824147857376;10.281299933596927;24.6134205509526;4.2333333333333325;47.037037037037024;3.6999999999999997;61.66666666666666;3.75;93.75;0.0;0.0;5.0;71.42857142857143;0.3666666666666667;18.333333333333336;17.049999999999997;0.0;60.89285714285714;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Israel;8065000.0;Europe and Central Asia;3.8616305514465297;31000;35.769806465778274;19.082821872627406;27.4585288;48.4736373;38.638150488770144;36.4218981924912;5.1499999999999995;57.22222222222222;3.3666666666666663;56.1111111111111;1.75;43.75;0.0;0.0;4.333333333333333;61.9047619047619;0.0;0.0;14.599999999999998;0.0;52.14285714285714;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Cuba;11461000.0;Americas;3.7683514234280198;43000;60.2116639144696;25.948292516549042;37.6380441140873;47.798054165343906;17.254183032161613;52.390389228319364;1.1666666666666665;12.962962962962962;0.8999999999999999;15.0;0.75;18.75;0.0;0.0;3.0;42.857142857142854;0.0;0.0;5.816666666666666;0.0;20.773809523809522;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Bangladesh;161201000.0;Asia and the Pacific;3.6727889172778307;592000;54.08176630759654;38.41200042584056;25.706416249999997;20.9057914;45.32726923014339;50.04711528428833;3.8833333333333333;43.148148148148145;3.8;63.33333333333333;2.75;68.75;-1.0;0.0;3.0;42.857142857142854;0.0;0.0;13.433333333333334;-1.0;44.404761904761905;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Hungary;9784000.0;Europe and Central Asia;3.6698399698716155;36000;23.898465292571057;14.791945905795297;32.910088200000004;48.34505720000001;15.49067396900248;23.57017844384802;5.833333333333333;64.81481481481481;2.8333333333333335;47.22222222222223;2.25;56.25;0.0;0.0;5.0;71.42857142857143;0.3666666666666667;18.333333333333336;16.28333333333333;0.0;58.1547619047619;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Estonia;1315000.0;Europe and Central Asia;3.596110050693289;5000;35.16665238985312;13.718089750533899;27.446447950000003;52.22418173333333;12.433394634192718;29.24398995970826;3.716666666666667;41.2962962962963;2.166666666666667;36.111111111111114;1.75;43.75;0.0;0.0;5.666666666666666;80.95238095238095;0.3666666666666667;18.333333333333336;13.666666666666668;0.0;48.80952380952381;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Mali;17468000.0;Africa;3.565781866412546;62000;55.25384592045152;24.43480379523913;35.4617215;35.8687375;66.30192276785174;55.88003504756751;3.5;38.88888888888889;2.1333333333333333;35.55555555555556;2.0;50.0;0.0;-1.0;2.0;28.57142857142857;0.0;0.0;9.633333333333333;-1.0;30.83333333333333;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Botswana;2209000.0;Africa;3.4325735898659686;8000;43.337440966399974;37.89682227368302;37.254960399999995;37.6031262;9.71167652312729;42.07644235701711;2.9;32.22222222222222;2.7333333333333334;45.55555555555556;1.5;37.5;-1.0;0.0;3.1666666666666665;45.23809523809524;0.0;0.0;10.299999999999999;-1.0;33.214285714285715;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Singapore;5535000.0;Asia and the Pacific;3.4282922085871923;19000;30.801183683987585;16.3468271082157;4.99619165;18.737939543333336;9.019914185425288;13.408939348776723;3.6;40.0;1.3333333333333333;22.22222222222222;1.25;31.25;0.0;0.0;3.0;42.857142857142854;0.0;0.0;9.183333333333334;0.0;32.79761904761905;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Bosnia and Herzegovina;3536000.0;Europe and Central Asia;3.422193760620262;12000;51.97286694962989;16.41994720785718;31.734918625;50.7377485;34.08838662922015;46.356697623416736;5.416666666666666;60.185185185185176;2.8666666666666667;47.77777777777778;1.0;25.0;-1.0;0.0;5.333333333333333;76.19047619047619;0.0;0.0;14.616666666666667;-1.0;48.63095238095238;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Honduras;8961000.0;Americas;3.3854099855503548;30000;55.4648958812022;26.506450343808194;58.94091;36.52040686666667;32.72245760930339;55.54994476652513;2.4833333333333334;27.59259259259259;1.5333333333333332;25.555555555555554;2.5;62.5;0.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;10.35;0.0;36.96428571428571;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Poland;38265000.0;Europe and Central Asia;3.355506099916804;128000;24.45231083872446;13.73939168769042;27.499254125;59.63273266666667;13.555643196938226;24.386541397747507;4.8;53.333333333333336;2.533333333333333;42.22222222222222;2.75;68.75;0.0;0.0;4.833333333333333;69.04761904761905;0.16666666666666666;8.333333333333332;15.08333333333333;0.0;53.869047619047606;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Serbia;8851000.0;Europe and Central Asia;3.334925493811151;30000;39.064390276242314;15.15452943741424;31.598167200000002;40.8603872;27.51390406294456;33.90648069626027;5.749999999999999;63.888888888888886;4.5;75.0;2.25;56.25;0.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;17.333333333333332;0.0;61.9047619047619;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Namibia;2426000.0;Africa;3.331176760089065;8000;44.63787217139062;38.43179424931616;55.86907666666667;38.80834622222223;10.402416050568615;48.14091052251143;3.0666666666666664;34.074074074074076;1.6666666666666665;27.777777777777775;0.75;18.75;0.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;9.316666666666666;0.0;33.273809523809526;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Yemen;26916000.0;Arab States;3.1489267634717395;85000;79.2217701261048;43.06413666810971;49.19972726666666;52.9709961;69.93773733969918;86.37669562900908;;;;;;;;;;;;;;;;;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Trinidad and Tobago;1360000.0;Americas;2.9618426666785744;4000;38.619402996056564;13.021171377076588;62.38804411408729;47.798054165343906;13.687976663195512;39.06956275103323;6.05;67.22222222222221;3.0;50.0;1.25;31.25;-1.0;0.0;4.666666666666666;66.66666666666666;0.0;0.0;14.966666666666667;-1.0;49.88095238095238;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Slovakia;5439000.0;Europe and Central Asia;2.935693630439162;16000;29.902221281811922;15.07586354291719;29.89813345;51.247134433333336;14.206025667961164;27.16024420173374;4.383333333333333;48.7037037037037;3.1333333333333333;52.22222222222223;2.5;62.5;0.0;0.0;4.5;64.28571428571429;0.3666666666666667;18.333333333333336;14.883333333333333;0.0;53.154761904761905;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Guatemala;16252000.0;Americas;2.921535166679256;47000;51.00117317280501;25.762704720500512;58.1350275;40.865250333333336;27.372072935503507;52.07881607982307;3.8;42.22222222222222;1.5333333333333334;25.55555555555556;2.5;62.5;0.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;12.666666666666666;0.0;45.23809523809524;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Nicaragua;6082000.0;Americas;2.8999634526913334;18000;48.23523661254341;24.53368370218034;43.2764276;35.3117897;22.84824894889407;43.91459711395181;3.1;34.44444444444444;4.2;70.0;1.0;25.0;0.0;0.0;4.666666666666666;66.66666666666666;0.0;0.0;12.966666666666667;0.0;46.30952380952381;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Czech Republic;10604000.0;Europe and Central Asia;2.8814506088118885;31000;25.13819813783931;13.948624604660402;20.9560739;37.115210133333335;18.248011177130724;19.074159142467614;4.233333333333333;47.03703703703704;3.2666666666666666;54.44444444444444;3.25;81.25;0.0;0.0;3.5;50.0;0.5666666666666667;28.333333333333332;14.816666666666666;0.0;52.916666666666664;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Senegal;14977000.0;Africa;2.8683666599714717;43000;43.90387278595805;34.84898885866979;35.565279175;41.03706703333334;30.861971054835006;46.20087779929185;4.466666666666667;49.629629629629626;2.633333333333333;43.888888888888886;2.25;56.25;0.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;13.183333333333334;0.0;47.083333333333336;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
South Africa;55291000.0;Africa;2.8049578485475104;155000;46.67273000701271;38.30341880363355;61.024562175;36.87903226666667;26.877163368937264;53.7555445683573;4.833333333333333;53.703703703703695;3.7;61.66666666666667;1.75;43.75;-1.0;0.0;4.0;57.14285714285714;0.0;0.0;14.283333333333333;-1.0;47.44047619047619;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
China;1397029000.0;Asia and the Pacific;2.7660527993576736;3864000;61.393462793309546;20.522337257791722;26.85064;32.44718528469679;44.20144941215536;50.64692763402251;2.1166666666666667;23.51851851851852;1.7666666666666666;29.444444444444446;1.75;43.75;-1.0;-1.0;3.6666666666666665;52.38095238095239;0.3666666666666667;18.333333333333336;9.666666666666666;-2.0;27.38095238095238;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Barbados;284000.0;Americas;2.745566745437896;<1,000;47.61608559829765;14.347813805770219;52.4880441140873;47.798054165343906;9.184556642501839;41.897209706370425;4.8;53.333333333333336;1.5666666666666667;26.111111111111114;1.5;37.5;0.0;0.0;3.1666666666666665;45.23809523809524;0.0;0.0;11.033333333333333;0.0;39.404761904761905;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Colombia;48229000.0;Americas;2.725779633233067;131000;45.74742850673206;19.178694384201044;56.37236275;32.581683766666664;63.45385463079854;51.62123074460634;3.6333333333333333;40.37037037037037;2.533333333333333;42.22222222222222;2.5;62.5;-1.0;-1.0;4.833333333333333;69.04761904761905;0.0;0.0;13.5;-2.0;41.07142857142857;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Mexico;125891000.0;Americas;2.708265586656335;341000;47.2772001647813;23.71763609543987;58.950664950000004;37.766087066666664;68.83592802328177;57.3124877503403;4.833333333333333;53.703703703703695;3.7666666666666666;62.77777777777778;2.25;56.25;-1.0;0.0;4.833333333333333;69.04761904761905;0.0;0.0;15.683333333333334;-1.0;52.44047619047619;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Algeria;39872000.0;Africa;2.6547091233843996;106000;63.18786848468591;17.86345156398485;27.823789242057938;36.98177169146548;43.63420205654714;51.95374087422782;2.65;29.444444444444446;2.833333333333333;47.222222222222214;1.5;37.5;0.0;0.0;3.1666666666666665;45.23809523809524;0.0;0.0;10.149999999999999;0.0;36.24999999999999;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Guyana;769000.0;Americas;2.5864344830595374;2000;49.48864071724349;25.624014914709107;60.36895320242244;28.12221984117494;12.35447839937843;45.43671920015939;2.9833333333333334;33.14814814814815;2.6666666666666665;44.44444444444444;1.0;25.0;-1.0;0.0;3.1666666666666665;45.23809523809524;0.0;0.0;9.816666666666666;-1.0;31.488095238095237;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Jamaica;2872000.0;Americas;2.5712437187676533;7000;39.51704103694751;24.244849624972726;62.18369744742063;47.798054165343906;15.45291358610846;44.22518913706075;4.550000000000001;50.555555555555564;4.366666666666667;72.77777777777779;3.0;75.0;0.0;0.0;4.5;64.28571428571429;0.0;0.0;16.416666666666668;0.0;58.63095238095239;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Peru;31377000.0;Americas;2.562096485338374;80000;44.28156399817613;24.727879470357493;47.993893875;38.163407166666666;27.465562084476762;44.284517356087804;6.833333333333333;75.92592592592592;2.533333333333333;42.22222222222222;2.5;62.5;-1.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;15.7;-1.0;52.5;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
El Salvador;6312000.0;Americas;2.546643668008347;16000;50.4885450354343;23.024804395494602;59.77169085;43.58268933333334;22.69319633770782;50.743998955807655;2.85;31.666666666666664;2.3666666666666667;39.44444444444444;1.75;43.75;-1.0;0.0;4.5;64.28571428571429;0.0;0.0;11.466666666666667;-1.0;37.38095238095238;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Portugal;10418000.0;Europe and Central Asia;2.483847911959036;26000;12.213003665125848;15.608365377729093;31.69533646825397;20.720595502645505;9.733449403285002;8.48557982588992;5.633333333333333;62.59259259259259;4.166666666666666;69.44444444444443;2.75;68.75;0.0;0.0;5.833333333333333;83.33333333333333;0.16666666666666666;8.333333333333332;18.55;0.0;66.25;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Morocco;34803000.0;Africa;2.445602730315399;85000;60.67297727132527;18.830709873036927;38.11632799205794;35.74611121031746;22.028291211352627;48.33699742512877;0.5833333333333333;6.481481481481481;3.4;56.666666666666664;1.25;31.25;0.0;0.0;5.0;71.42857142857143;0.0;0.0;10.233333333333334;0.0;36.54761904761905;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Italy;59504000.0;Europe and Central Asia;2.4310149307278173;145000;31.71982370410431;14.354921405379287;45.431465025;31.018476733333333;19.268454880217075;28.28801938474876;5.249999999999999;58.33333333333333;4.733333333333333;78.88888888888889;2.0;50.0;-1.0;0.0;5.833333333333333;83.33333333333333;0.5333333333333333;26.666666666666668;18.35;-1.0;61.964285714285715;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Ecuador;16144000.0;Americas;2.430839222945707;39000;45.9569302099433;23.044686147376996;46.413040124999995;29.123430933333335;23.00341334928613;41.27157200778248;5.499999999999999;61.11111111111111;3.3333333333333335;55.55555555555556;1.5;37.5;-1.0;0.0;3.6666666666666665;52.38095238095239;0.0;0.0;13.999999999999998;-1.0;46.42857142857142;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Spain;46398000.0;Europe and Central Asia;2.266634579689552;105000;17.20655023498902;18.26583208734125;33.529337649999995;15.145980366666668;14.21666602258542;12.803360239237636;7.133333333333334;79.25925925925927;3.933333333333333;65.55555555555556;2.5;62.5;0.0;0.0;5.166666666666666;73.8095238095238;0.0;0.0;18.733333333333334;0.0;66.90476190476191;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Suriname;553000.0;Americas;2.259194330422186;1000;55.47772685911768;10.656521724681102;50.80645320242244;28.12221984117494;16.26687775084709;42.05895623459364;2.183333333333333;24.25925925925926;0.3333333333333333;5.555555555555555;1.25;31.25;0.0;0.0;3.833333333333333;54.76190476190476;0.0;0.0;7.6;0.0;27.142857142857142;CC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Tunisia;11274000.0;Africa;2.176713904103211;25000;47.177464761439055;15.35103244661524;34.764260884115885;31.93832162837163;33.684410373008056;39.19782104396491;4.766666666666667;52.96296296296297;1.9;31.666666666666664;1.75;43.75;0.0;0.0;4.0;57.14285714285714;0.0;0.0;12.416666666666666;0.0;44.345238095238095;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Slovenia;2075000.0;Europe and Central Asia;2.1729806440919472;5000;22.43601722078829;16.575193801264835;30.553936774999997;45.5523497;6.372838780169942;20.125622987333063;5.433333333333333;60.37037037037037;3.4666666666666663;57.77777777777777;2.25;56.25;0.0;0.0;5.166666666666666;73.8095238095238;0.3666666666666667;18.333333333333336;16.68333333333333;0.0;59.58333333333332;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Oman;4200000.0;Arab States;2.143674966446856;9000;68.72743399875604;20.470013560996332;37.7946115423563;33.38392642958779;6.372838780169942;50.109711209292115;2.9166666666666665;32.407407407407405;1.3666666666666667;22.77777777777778;0.5;12.5;0.0;0.0;4.166666666666666;59.52380952380951;0.0;0.0;8.95;0.0;31.96428571428571;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Bolivia, Plurinational State of;10725000.0;Americas;2.1292724864073715;23000;50.949598767302696;25.845577609352944;46.343598;32.05478180000001;13.366466315009305;44.1121801183683;1.9166666666666665;21.296296296296294;2.6333333333333333;43.888888888888886;2.5;62.5;0.0;0.0;4.333333333333333;61.9047619047619;0.16666666666666666;8.333333333333332;11.549999999999999;0.0;41.25;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Sri Lanka;20714000.0;Asia and the Pacific;2.1240326866269847;44000;44.091964524797696;27.001359830407026;33.518053333333334;34.86820120829629;35.881426737812376;42.48772108796215;2.4;26.666666666666668;2.566666666666667;42.77777777777778;1.0;25.0;-1.0;0.0;5.5;78.57142857142857;0.0;0.0;11.466666666666667;-1.0;37.38095238095238;CCC;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Iceland;330000.0;Europe and Central Asia;2.11397005813986;<1,000;20.612267949030024;11.731317402422123;21.133333333333333;4.133333333333334;1.8283132530120483;4.221549888206087;4.383333333333333;48.7037037037037;3.2666666666666666;54.44444444444444;1.5;37.5;0.0;0.0;3.6666666666666665;52.38095238095239;0.16666666666666666;8.333333333333332;12.98333333333333;0.0;46.369047619047606;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
United Kingdom;65397000.0;Europe and Central Asia;2.078790620701799;136000;15.860297673550717;15.57950890498654;25.131861775000004;12.429099566666666;27.770607865271458;11.129042995029408;7.383333333333333;82.03703703703702;4.3;73.9;2.5;62.5;0.0;0.0;5.166666666666666;73.8095238095238;0.5333333333333333;26.666666666666668;20.183333333333334;0.0;71.5;BBB*;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Panama;3969000.0;Americas;2.061863468909646;8000;44.18843376872464;21.011901037740053;42.561205075000004;33.11614146666667;9.355786496642382;36.415226910652706;2.933333333333333;32.59259259259259;3.6;60.0;1.25;31.25;-1.0;0.0;5.5;78.57142857142857;0.0;0.0;13.283333333333333;-1.0;43.86904761904762;B;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Germany;81708000.0;Europe and Central Asia;2.04040235781112;167000;15.902434974718984;14.983341378999958;22.771282550000002;15.6938825;24.699314801890395;10.443266400476215;5.55;61.66666666666667;3.466666666666667;57.777777777777786;2.25;56.25;0.0;0.0;4.0;57.14285714285714;0.7333333333333334;36.66666666666667;16.0;0.0;57.14285714285714;BB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
Belgium;11288000.0;Europe and Central Asia;2.0268924667441137;23000;20.035734326110504;15.029108974702853;29.927442075000002;19.3398684;12.318225794556156;13.05497583485535;6.5;72.22222222222221;3.2333333333333334;53.888888888888886;3.5;87.5;0.0;0.0;5.166666666666666;73.8095238095238;0.7333333333333334;36.66666666666667;19.133333333333333;0.0;68.33333333333333;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
France;64457000.0;Europe and Central Asia;2.009048874969796;129000;17.28441321699943;15.444085488112728;29.43772775;21.232512966666665;28.52255516103933;15.252982373435563;3.8166666666666664;42.407407407407405;4.3;71.66666666666667;3.75;93.75;0.0;0.0;5.0;71.42857142857143;0.3666666666666667;18.333333333333336;17.233333333333334;0.0;61.54761904761905;BBB;2018;Est. prevalence of population in modern slavery (victims per 1,000 population);
