goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;ATTR_ENDPOINT
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;250;France;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;276;Germany;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;320;Guatemala;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;340;Honduras;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;348;Hungary;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;356;India;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;360;Indonesia;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;376;Israel;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;380;Italy;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;388;Jamaica;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;400;Jordan;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;398;Kazakhstan;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;404;Kenya;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;432;Landlocked developing countries (LLDCs);2017.0;8;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;432;Landlocked developing countries (LLDCs);2019.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;432;Landlocked developing countries (LLDCs);2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;418;Lao People's Democratic Republic;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;419;Latin America and the Caribbean;2017.0;4;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;419;Latin America and the Caribbean;2019.0;5;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;419;Latin America and the Caribbean;2020.0;6;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;419;Latin America and the Caribbean;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;428;Latvia;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;199;Least Developed Countries (LDCs);2017.0;9;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;199;Least Developed Countries (LDCs);2019.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;199;Least Developed Countries (LDCs);2020.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;199;Least Developed Countries (LDCs);2021.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;440;Lithuania;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;450;Madagascar;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;458;Malaysia;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;462;Maldives;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;480;Mauritius;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;484;Mexico;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;17;Middle Africa;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;496;Mongolia;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;499;Montenegro;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;504;Morocco;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;528;Netherlands;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;15;Northern Africa;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;747;Northern Africa and Western Asia;2017.0;5;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;747;Northern Africa and Western Asia;2020.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;747;Northern Africa and Western Asia;2021.0;4;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;21;Northern America;2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;154;Northern Europe;2019.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;154;Northern Europe;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;154;Northern Europe;2021.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;578;Norway;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;586;Pakistan;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;604;Peru;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;608;Philippines;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;616;Poland;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;410;Republic of Korea;2019.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;498;Republic of Moldova;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;642;Romania;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;662;Saint Lucia;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;678;Sao Tome and Principe;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;686;Senegal;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;688;Serbia;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;702;Singapore;2020.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;703;Slovakia;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;705;Slovenia;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;722;Small island developing States (SIDS);2017.0;5;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;722;Small island developing States (SIDS);2019.0;2;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;722;Small island developing States (SIDS);2020.0;3;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;722;Small island developing States (SIDS);2021.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;710;South Africa;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_CNTRY;"Countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or target into national policies (1 = YES; 0 = NO)";176;5;South America;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];C;NUMBER;A;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_CNTRY&pageSize=999999999
