COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
DEU;Germany;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2019;Yes, the country has a constitutional right of access to information;1992, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2019;Yes, the country has a constitutional right of access to information;1992, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2019;Yes, the country has legal provisions for access to information;"2017. Notes: This map highlights countries with provisions in laws and constitutions for the right to information; it does not aim to indicate the strength, effectiveness, or application of the aforementioned provisions. On India: The Preamble to India’s 1950 Constitution was interpreted as providing for the right to information in a Supreme Court case. India is included as having the constitutional right to access to information in the 2017 map because this case was decided in 2005.";This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2019;Yes, the country has legal provisions for access to information;1972, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2019;Yes, the country has a constitutional right and other legal provisions for access to information;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2019;Yes, the country has legal provisions for access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2019;Yes, the country has a constitutional right of access to information;1992, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2019;Yes, the country has a constitutional right of access to information;2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2019;No;;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1972, 1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2019;Yes, the country has legal provisions for access to information;1972, 2017;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2019;Yes, the country has a constitutional right and other legal provisions for access to information;1992;This indicator measures whether the country has laws protecting access to information. Data is drawn from Figure 3.6: Countries with Laws Protecting Access to Information (1972, 1992, and 2017) p. 102-p.103 in UNEP Environmental Rule of Law First Global Report 2019.  Countries with laws are noted as either, having a constitutional right and other legal provisions for access to information or having a constitutional right only, or having other legal provisions for access to information.;;;;;;;;;;;;NE;NER;NER;nan
