COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
GTM;Guatemala;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;KOR;nan
XK;Kosovo;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2021;No Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2021;Draft Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2021;No Data;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2021;Legislation;A prerequisite for conducting commercial transactions online is to have e-transaction laws that recognize the legal equivalence between paper-based and electronic forms of exchange. Such laws have been adopted by 158 countries (81 per cent), of which 79 are developing countries and 29 are Least Developing Countries. While almost all European countries (44 out of 45 countries) have in place e-transaction laws, and 89% in the Americas, the share in Africa is only 61%.;;;;;;;;;;;;PY;PRY;PRY;nan
