COUNTRY_ISO_3;TIME_PERIOD;population;COUNTRY_ISO_3_original;country_col_not_used;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;ATTR_ENDPOINT
KIR;2022;131.2315;KIR;Kiribati;190.50304233358605;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;KI;KIR;
PRK;2022;26069.4165;PRK;North Korea;;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
KOR;2022;51815.8095;KOR;South Korea;133.9494657513746;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
XK;2022;;XK;Kosovo;;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;XK;XKX;
KWT;2022;4268.873;KWT;Kuwait;1369.3543940051627;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;KW;KWT;
KGZ;2022;6630.623;KGZ;Kyrgyzstan;105.46520289269954;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
LAO;2022;7529.475;LAO;Laos;352.0431371377154;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
LVA;2022;1850.651;LVA;Latvia;199.28122590374954;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LV;LVA;
LBN;2022;5489.7395;LBN;Lebanon;452.89944996479346;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LB;LBN;
LSO;2022;2305.8255;LSO;Lesotho;117.44167110650827;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LS;LSO;
LBR;2022;5302.681;LBR;Liberia;120.22220457915536;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LR;LBR;
LBY;2022;6812.341;LBY;Libya;2397.648620349451;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LY;LBY;
LIE;2022;39.327;LIE;Liechtenstein;122.05355099549928;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LI;LIE;
LTU;2022;2750.055;LTU;Lithuania;603.733379877857;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LT;LTU;
LUX;2022;647.599;LUX;Luxembourg;309.45075579177853;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LU;LUX;
MKD;2022;2093.5985;MKD;Macedonia;447.50700767124164;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
MDG;2022;29611.714;MDG;Madagascar;190.92781998367266;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MG;MDG;
MWI;2022;20405.3165;MWI;Malawi;9.468120722361743;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MW;MWI;
MYS;2022;33938.2215;MYS;Malaysia;582.4082443448017;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MY;MYS;
MDV;2022;523.787;MDV;Maldives;1491.6368676580366;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MV;MDV;
MLI;2022;22593.5905;MLI;Mali;12.968279654355957;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;ML;MLI;
MLT;2022;533.286;MLT;Malta;883.7659342266628;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MT;MLT;
MHL;2022;41.569;MHL;Marshall Islands;317.54432389521037;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MH;MHL;
MRT;2022;4736.139;MRT;Mauritania;139.4807035857689;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MR;MRT;
MUS;2022;1299.469;MUS;Mauritius;442.5653863231828;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MU;MUS;
MEX;2022;127504.1255;MEX;Mexico;639.8161603014171;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MX;MEX;
FSM;2022;114.164;FSM;Micronesia;;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;FM;FSM;
MDA;2022;3272.996;MDA;Moldova;255.79010790114012;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MD;MDA;
MCO;2022;36.469;MCO;Monaco;1072.1434643121554;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MC;MCO;
MNG;2022;3398.366;MNG;Mongolia;756.7166102768213;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MN;MNG;
MNE;2022;627.0825;MNE;Montenegro;411.1101808773168;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;ME;MNE;
MAR;2022;37457.9705;MAR;Morocco;689.2311477473131;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MA;MAR;
MOZ;2022;32969.5185;MOZ;Mozambique;37.343584499118485;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;MZ;MOZ;
MMR;2022;54179.306;MMR;Myanmar;;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
NAM;2022;2567.0125;NAM;Namibia;51.343731282960256;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NA;NAM;
NRU;2022;12.668;NRU;Nauru;828.8601199873698;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NR;NRU;
NPL;2022;30547.58;NPL;Nepal;598.9934390874824;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NP;NPL;
NLD;2022;17564.014;NLD;Netherlands;324.59550533266486;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NL;NLD;
NZL;2022;5185.2885;NZL;New Zealand;631.9031236159763;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NZ;NZL;
NIC;2022;6948.392;NIC;Nicaragua;1145.4592659711773;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NI;NIC;
NER;2022;26207.9765;NER;Niger;4.101804654777525;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NE;NER;
NGA;2022;218541.2115;NGA;Nigeria;56.39943109769025;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NG;NGA;
NOR;2022;5434.319;NOR;Norway;865.3522180056048;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;NO;NOR;
OMN;2022;4576.298;OMN;Oman;1209.6021718865338;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;OM;OMN;
PAK;2022;235824.8625;PAK;Pakistan;873.4804202419497;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PK;PAK;
PLW;2022;18.0545;PLW;Palau;625.8827439142595;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PW;PLW;
PSE;2022;5250.072;PSE;State of Palestine;541.9354248856015;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
PAN;2022;4408.5805;PAN;Panama;317.6305842662961;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PA;PAN;
PNG;2022;10142.6185;PNG;Papua New Guinea;124.01136846466225;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
PRY;2022;6780.744;PRY;Paraguay;282.1519290508534;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PY;PRY;
PER;2022;34049.5885;PER;Peru;647.3617148119133;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PE;PER;
PHL;2022;115559.009;PHL;Philippines;2229.3216446672714;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PH;PHL;
POL;2022;39857.1455;POL;Poland;590.3834733975116;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PL;POL;
PRT;2022;10270.865;PRT;Portugal;415.485940083917;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;PT;PRT;
QAT;2022;2695.122;QAT;Qatar;2269.5447553023573;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;QA;QAT;
ROU;2022;19659.2665;ROU;Romania;489.77920920905154;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;RO;ROU;
RUS;2022;144713.314;RUS;Russia;61.72617952761416;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;RU;RUS;
RWA;2022;13776.6975;RWA;Rwanda;13.188937334219613;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;RW;RWA;
KNA;2022;47.6575;KNA;Saint Kitts and Nevis;612.7052405182815;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;KN;KNA;
LCA;2022;179.8575;LCA;Saint Lucia;463.70042950669284;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LC;LCA;
VCT;2022;103.9475;VCT;Saint Vincent and The Grenadines;676.3029413886818;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
WSM;2022;222.382;WSM;Samoa;380.8761500481154;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;WS;WSM;
SMR;2022;33.6605;SMR;San Marino;106.9502829726237;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SM;SMR;
STP;2022;227.3795;STP;Sao Tome and Principe;197.90702328046282;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;ST;STP;
SAU;2022;36408.82;SAU;Saudi Arabia;1655.4917187648489;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SA;SAU;
SEN;2022;17316.449;SEN;Senegal;22.48151454146286;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SN;SEN;
SRB;2022;7221.3655;SRB;Serbia;381.852988884166;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;RS;SRB;
SYC;2022;107.1185;SYC;Seychelles;449.9689596101514;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SC;SYC;
SLE;2022;8605.718;SLE;Sierra Leone;19.47542320117856;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SL;SLE;
SGP;2022;5975.6885;SGP;Singapore;1251.6047314045904;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SG;SGP;
SVK;2022;5643.453;SVK;Slovakia;704.3205640234798;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
SVN;2022;2119.844;SVN;Slovenia;697.9287155092544;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SI;SVN;
SLB;2022;724.2725;SLB;Solomon Islands;216.76924085893083;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SB;SLB;
SOM;2022;17597.511;SOM;Somalia;126.77929282158142;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SO;SOM;
ZAF;2022;59893.8855;ZAF;South Africa;137.57330871445967;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;ZA;ZAF;
SSD;2022;10913.1635;SSD;South Sudan;26.023618174510077;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SS;SSD;
ESP;2022;47558.6295;ESP;Spain;163.434061950839;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;ES;ESP;
LKA;2022;21832.143;LKA;Sri Lanka;668.8532591601291;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;LK;LKA;
SDN;2022;46874.204;SDN;Sudan;72.42576321936049;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SD;SDN;
SUR;2022;618.0405;SUR;Suriname;500.9380453222726;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SR;SUR;
SWE;2022;10549.347;SWE;Sweden;463.37465247848996;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SE;SWE;
CHE;2022;8740.472;CHE;Switzerland;159.3506620695084;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;CH;CHE;
SYR;2022;22125.2485;SYR;Syria;282.50078185562523;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;SY;SYR;
TJK;2022;9952.787;TJK;Tajikistan;89.27147742637314;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;TJ;TJK;
TZA;2022;65497.748;TZA;Tanzania;12.801966870677752;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;TZ;TZA;
THA;2022;71697.0295;THA;Thailand;733.5478243209503;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;TH;THA;
TLS;2022;1341.296;TLS;Timor-Leste;294.118524173635;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
TGO;2022;8848.6985;TGO;Togo;32.965299925181085;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
TON;2022;106.8575;TON;Tonga;670.9870622090167;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
TTO;2022;1531.0445;TTO;Trinidad and Tobago;607.8203474817356;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
TUN;2022;12356.117;TUN;Tunisia;742.4581686949062;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
TUR;2022;85341.241;TUR;Turkey;323.7953851643662;;"This indicator measures reports of multiple forms of online child sexual exploitation material (CSAM) uploaded online and which are reported by law by US companies to the NCMEC CyberTipline. Data is country specific but may be impacted by the use of proxies and anonymizers and presence of US data/internet providers
";;;;;;;;;;;;;;
