goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Reporting Type;dimensions.Policy instruments;ATTR_ENDPOINT
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;150;Europe;2022.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;150;Europe;2022.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;150;Europe;2022.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2017.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2017.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2019.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2020.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2020.0;7;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2020.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2021.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2021.0;8;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2021.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2021.0;7;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2022.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2022.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2022.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;513;Europe and Northern America;2022.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;246;Finland;2020.0;1;Float;;;;;;Ministry of the Environment (MoE);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;246;Finland;2020.0;1;Float;;;;;;Ministry of the Environment (MoE);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;250;France;2020.0;1;Float;;;;;;MinistÃ¨re de la transition Ã©cologique et solidaire;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;250;France;2020.0;1;Float;;;;;;MinistÃ¨re de la transition Ã©cologique et solidaire;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;276;Germany;2021.0;1;Float;;;;;;Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;276;Germany;2021.0;1;Float;;;;;;Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;276;Germany;2021.0;1;Float;;;;;;Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;276;Germany;2021.0;1;Float;;;;;;Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;320;Guatemala;2019.0;1;Float;;;;;;Ministerio de Ambiente y Recursos Naturales;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;340;Honduras;2020.0;1;Float;;;;;;Consejo Nacional de Desarrollo Sostenible (CONADES);;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;348;Hungary;2022.0;1;Float;;;;;;Ministry of Agriculture;;[''];C;NUMBER;A;G;POLICY_ECONFIS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;348;Hungary;2022.0;1;Float;;;;;;Ministry of Agriculture;;[''];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;348;Hungary;2022.0;1;Float;;;;;;Ministry of Agriculture;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;348;Hungary;2022.0;1;Float;;;;;;Ministry of Agriculture;;[''];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;356;India;2019.0;1;Float;;;;;;Ministry of Environment, Forest and Climate Change;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;360;Indonesia;2020.0;1;Float;;;;;;Ministry of Environment and Forestry;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;360;Indonesia;2020.0;1;Float;;;;;;Ministry of Environment and Forestry;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;376;Israel;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;380;Italy;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;380;Italy;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;388;Jamaica;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;400;Jordan;2021.0;1;Float;;;;;;Ministry of Environment;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;398;Kazakhstan;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;404;Kenya;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;418;Lao People's Democratic Republic;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2017.0;4;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2019.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2019.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2019.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2020.0;5;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2020.0;3;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;419;Latin America and the Caribbean;2021.0;2;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;428;Latvia;2020.0;1;Float;;;;;;Ministry of Environmental Protection and Regional Development;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;428;Latvia;2020.0;1;Float;;;;;;Ministry of Environmental Protection and Regional Development;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;440;Lithuania;2019.0;1;Float;;;;;;Ministry of Environment;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;458;Malaysia;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;462;Maldives;2019.0;1;Float;;;;;;Ministry of Environment & Energy;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;462;Maldives;2019.0;1;Float;;;;;;Ministry of Environment & Energy;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;480;Mauritius;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;480;Mauritius;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;484;Mexico;2020.0;1;Float;;;;;;SEMARNAT SecretarÃ­a de Medio Ambiente y Recursos Naturales;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;484;Mexico;2020.0;1;Float;;;;;;SEMARNAT SecretarÃ­a de Medio Ambiente y Recursos Naturales;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;484;Mexico;2020.0;1;Float;;;;;;SEMARNAT SecretarÃ­a de Medio Ambiente y Recursos Naturales;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;496;Mongolia;2019.0;1;Float;;;;;;Ministry of Environment and Tourism of Mongolia;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;499;Montenegro;2017.0;1;Float;;;;;;10YFP / WESR ;;['Pilot reporting (2017)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;504;Morocco;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;504;Morocco;2021.0;1;Float;;;;;;10YFP / WESR ;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;528;Netherlands;2020.0;1;Float;;;;;;Ministry of Infrastructure and Water Management;;['Official reporting (2019-2021)'];C;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;21;Northern America;2022.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_REGLEG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;21;Northern America;2022.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_MACRO;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;21;Northern America;2022.0;1;Float;;;;;;10YFP / WESR ;;[''];N;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
['12'];['12.1'];['12.1.1'];SG_SCP_POLINS;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";215;578;Norway;2022.0;1;Float;;;;;;Ministry of Climate and Environment;;[''];C;NUMBER;A;G;POLICY_VOLSRG;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999
