goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Sex;dimensions.Reporting Type;ATTR_ENDPOINT
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;14;Eastern Africa;2016.0;0.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;753;Eastern and South-Eastern Asia;2016.0;25.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;753;Eastern and South-Eastern Asia;2020.0;56.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;30;Eastern Asia;2016.0;22.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;30;Eastern Asia;2020.0;68.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;151;Eastern Europe;2016.0;84.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;218;Ecuador;2020.0;6.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;818;Egypt;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;222;El Salvador;2020.0;11;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;233;Estonia;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;233;Estonia;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;748;Eswatini;2020.0;13.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;150;Europe;2016.0;93.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;150;Europe;2020.0;92;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;513;Europe and Northern America;2016.0;95.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;513;Europe and Northern America;2020.0;93.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;242;Fiji;2020.0;24.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;246;Finland;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;246;Finland;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;250;France;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;250;France;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;268;Georgia;2016.0;24;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;268;Georgia;2020.0;26;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;276;Germany;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;276;Germany;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;288;Ghana;2016.0;41.7;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;300;Greece;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;300;Greece;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;304;Greenland;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;308;Grenada;2020.0;85.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;320;Guatemala;2016.0;14;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;320;Guatemala;2020.0;18.1;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;328;Guyana;2020.0;30.1;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;348;Hungary;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;348;Hungary;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;352;Iceland;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;352;Iceland;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;356;India;2016.0;41.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI). Based on information from federal programmes only.;;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;356;India;2020.0;41.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI). Based on information from federal programmes only.;;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;360;Indonesia;2020.0;28.4;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;364;Iran (Islamic Republic of);2017.0;14;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;364;Iran (Islamic Republic of);2020.0;13.1;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;372;Ireland;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;372;Ireland;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;376;Israel;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;380;Italy;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;380;Italy;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;388;Jamaica;2020.0;7;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;400;Jordan;2020.0;4.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;398;Kazakhstan;2016.0;44.6;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;398;Kazakhstan;2020.0;44.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;404;Kenya;2019.0;30.2;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;417;Kyrgyzstan;2016.0;23.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;432;Landlocked developing countries (LLDCs);2016.0;13;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['To interpret with caution: estimates based on reported data coverage below 40% of the population'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;432;Landlocked developing countries (LLDCs);2020.0;12.8;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;418;Lao People's Democratic Republic;2020.0;12.7;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;419;Latin America and the Caribbean;2016.0;53.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;419;Latin America and the Caribbean;2020.0;30.5;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;428;Latvia;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;428;Latvia;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;199;Least Developed Countries (LDCs);2020.0;8.3;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Data are not strictly comparable to 2016 regional estimates due to methodological enhancements, extended data availability and country revisions.'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;422;Lebanon;2020.0;0;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;['Not yet implemented'];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;438;Liechtenstein;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;438;Liechtenstein;2020.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;440;Lithuania;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;440;Lithuania;2018.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
['1'];['1.3'];['1.3.1'];SI_COV_MATNL;[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%);254;442;Luxembourg;2016.0;100;Float;;;;;;Source: ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI);;[''];E;PERCENT;A;FEMALE;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_MATNL&pageSize=999999999
