DATAFLOW;REF_AREA;FREQ;MEASURE;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_SDG_0552_NOC_RT(1.0);CRI;A;SDG_0552_RT;2019;42.8;;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CRI;A;SDG_0552_RT;2020;62.1;;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CRI;A;SDG_0552_RT;2021;41.6;;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CRI;A;SDG_0552_RT;2022;45.9;;RT;PT;0;LFS - Encuesta Continua de Empleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2012;16.4;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2013;18.7;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2014;18.1;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2015;25.2;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2016;27.0;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2017;22.4;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2018;19.7;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2019;23.7;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2020;25.2;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CYP;A;SDG_0552_RT;2021;22.4;;RT;PT;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2012;22.9;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2013;24.3;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2014;26.3;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2015;27.5;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2016;23.0;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2017;24.0;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2018;26.2;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2019;26.6;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2020;27.4;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);CZE;A;SDG_0552_RT;2021;27.6;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2012;27.1;B;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2013;27.5;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2014;27.8;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2015;28.0;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2016;28.1;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2017;28.2;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2018;28.6;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2019;28.6;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DEU;A;SDG_0552_RT;2020;27.1;B;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;Break in series: Methodology revised | Remarks: Data will be revised once more in May or June (for more information, refer to https://ec.europa.eu/eurostat/documents/10186/6246844/LFS-2020-Note-on-German-data.pdf);;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2012;24.5;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2013;23.7;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2014;23.4;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2015;26.2;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2016;28.0;B;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2017;27.0;B;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2018;26.3;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2019;26.6;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DNK;A;SDG_0552_RT;2020;28.0;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2015;48.3;B;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2016;47.6;;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2017;51.3;;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2018;45.6;;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2019;50.6;;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2020;47.6;B;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2021;56.1;;RT;PT;0;LFS - Encuesta Nacional Continua de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2012;58.0;;RT;PT;0;LFS - Encuesta Nacional de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2013;46.6;;RT;PT;0;LFS - Encuesta Nacional de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);DOM;A;SDG_0552_RT;2014;46.7;;RT;PT;0;LFS - Encuesta Nacional de Fuerza de Trabajo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2012;43.2;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2013;34.6;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2014;35.7;B;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2015;33.5;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2016;34.0;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2017;35.3;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2018;35.5;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2019;37.3;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2020;39.4;B;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2021;37.6;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ECU;A;SDG_0552_RT;2022;39.9;;RT;PT;0;LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2012;9.7;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2013;7.1;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2015;6.4;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2016;7.1;B;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2017;6.4;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2018;7.4;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2019;7.1;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2020;20.7;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);EGY;A;SDG_0552_RT;2021;20.5;;RT;PT;0;LFS - Labour Force Sample Survey;Repository: ILO-STATISTICS - Micro data processing;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ESP;A;SDG_0552_RT;2012;28.8;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ESP;A;SDG_0552_RT;2013;29.4;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ESP;A;SDG_0552_RT;2014;29.5;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ESP;A;SDG_0552_RT;2015;30.4;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
ILO:DF_SDG_0552_NOC_RT(1.0);ESP;A;SDG_0552_RT;2016;30.3;;RT;PT;0;LFS - EU Labour Force Survey;Repository: Eurostat special tabulation;;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_SDG_0552_NOC_RT/?format=csv&startPeriod=2012-01-01&endPeriod=2023-12-31
