COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
DMA;Dominica;2016.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;DM;DMA;DMA;nan
DOM;Dominican Republic;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;DO;DOM;DOM;nan
ECU;Ecuador;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;EC;ECU;ECU;nan
EGY;Egypt;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;EG;EGY;EGY;nan
SLV;El Salvador;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SV;SLV;SLV;nan
GNQ;Equatorial Guinea;2018.0;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GQ;GNQ;GNQ;nan
ERI;Eritrea;2018.0;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ER;ERI;ERI;nan
EST;Estonia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;EE;EST;EST;nan
SWZ;Swaziland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;SWZ;nan
ETH;Ethiopia;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ET;ETH;ETH;nan
FJI;Fiji;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;FJ;FJI;FJI;nan
FIN;Finland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;FI;FIN;FIN;nan
FRA;France;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;FR;FRA;FRA;nan
GAB;Gabon;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GA;GAB;GAB;nan
GMB;Gambia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GM;GMB;GMB;nan
GEO;Georgia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GE;GEO;GEO;nan
DEU;Germany;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;DE;DEU;DEU;nan
GHA;Ghana;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GH;GHA;GHA;nan
GRC;Greece;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GR;GRC;GRC;nan
GRD;Grenada;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GD;GRD;GRD;nan
GTM;Guatemala;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GT;GTM;GTM;nan
GIN;Guinea;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GN;GIN;GIN;nan
GNB;Guinea-Bissau;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;GNB;nan
GUY;Guyana;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;GY;GUY;GUY;nan
HTI;Haiti;2016.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;HT;HTI;HTI;nan
HND;Honduras;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;HN;HND;HND;nan
HUN;Hungary;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;HU;HUN;HUN;nan
ISL;Iceland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IS;ISL;ISL;nan
IND;India;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IN;IND;IND;nan
IDN;Indonesia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ID;IDN;IDN;nan
IRN;Iran;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IR;IRN;IRN;nan
IRQ;Iraq;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IQ;IRQ;IRQ;nan
IRL;Ireland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IE;IRL;IRL;nan
ISR;Israel;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IL;ISR;ISR;nan
ITA;Italy;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;IT;ITA;ITA;nan
JAM;Jamaica;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;JM;JAM;JAM;nan
JPN;Japan;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;JP;JPN;JPN;nan
JOR;Jordan;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;JO;JOR;JOR;nan
KAZ;Kazakhstan;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;KZ;KAZ;KAZ;nan
KEN;Kenya;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;KE;KEN;KEN;nan
KIR;Kiribati;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;KI;KIR;KIR;nan
PRK;North Korea;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;PRK;nan
KOR;South Korea;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;KOR;nan
XK;Kosovo;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;XK;XKX;XK;nan
KWT;Kuwait;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;KW;KWT;KWT;nan
KGZ;Kyrgyzstan;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;KGZ;nan
LAO;Laos;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LR;LBR;LBR;nan
