COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
LAO;Laos;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;LAO;nan
LVA;Latvia;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LV;LVA;LVA;nan
LBN;Lebanon;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LB;LBN;LBN;nan
LSO;Lesotho;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LS;LSO;LSO;nan
LBR;Liberia;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LR;LBR;LBR;nan
LBY;Libya;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LY;LBY;LBY;nan
LIE;Liechtenstein;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LI;LIE;LIE;nan
LTU;Lithuania;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LT;LTU;LTU;nan
LUX;Luxembourg;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LU;LUX;LUX;nan
MKD;Macedonia;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;MKD;nan
MDG;Madagascar;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MG;MDG;MDG;nan
MWI;Malawi;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MW;MWI;MWI;nan
MYS;Malaysia;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MY;MYS;MYS;nan
MDV;Maldives;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MV;MDV;MDV;nan
MLI;Mali;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;ML;MLI;MLI;nan
MLT;Malta;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MT;MLT;MLT;nan
MHL;Marshall Islands;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MH;MHL;MHL;nan
MRT;Mauritania;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MR;MRT;MRT;nan
MUS;Mauritius;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MU;MUS;MUS;nan
MEX;Mexico;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MX;MEX;MEX;nan
FSM;Micronesia;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;FM;FSM;FSM;nan
MDA;Moldova;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MD;MDA;MDA;nan
MCO;Monaco;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MC;MCO;MCO;nan
MNG;Mongolia;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MN;MNG;MNG;nan
MNE;Montenegro;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;ME;MNE;MNE;nan
MAR;Morocco;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MA;MAR;MAR;nan
MOZ;Mozambique;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;MZ;MOZ;MOZ;nan
MMR;Myanmar;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;MMR;nan
NAM;Namibia;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NA;NAM;NAM;nan
NRU;Nauru;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NR;NRU;NRU;nan
NPL;Nepal;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NP;NPL;NPL;nan
NLD;Netherlands;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NL;NLD;NLD;nan
NZL;New Zealand;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NZ;NZL;NZL;nan
NIC;Nicaragua;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NI;NIC;NIC;nan
NER;Niger;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NE;NER;NER;nan
NGA;Nigeria;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NG;NGA;NGA;nan
NOR;Norway;2022.0;1;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;NO;NOR;NOR;nan
OMN;Oman;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;OM;OMN;OMN;nan
PAK;Pakistan;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PK;PAK;PAK;nan
PLW;Palau;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PW;PLW;PLW;nan
PSE;State of Palestine;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;PSE;nan
PAN;Panama;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PA;PAN;PAN;nan
PNG;Papua New Guinea;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;PNG;nan
PRY;Paraguay;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PY;PRY;PRY;nan
PER;Peru;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PE;PER;PER;nan
PHL;Philippines;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PH;PHL;PHL;nan
POL;Poland;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PL;POL;POL;nan
PRT;Portugal;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;PT;PRT;PRT;nan
QAT;Qatar;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;QA;QAT;QAT;nan
ROU;Romania;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;RO;ROU;ROU;nan
RUS;Russia;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2022.0;1;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2022.0;5;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2022.0;3;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;GBR;nan
USA;United States;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2022.0;2;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2022.0;0;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2022.0;4;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2022.0;5+;;;This indicator is drawn from the ITUC annual global rights index which documents violations of internationally recognised collective labour rights by governments and employers. The methodology is grounded in standards of fundamental rights at work, in particular the right to freedom of association, the right to collective bargaining and the right to strike.;;;;;;;;;;;;;;YEM;nan
