SOURCE_ID;SOURCE_ID;STARTPERIOD;ENDPERIOD;TIMEPERIOD;FILE_PATH;WPA_OBS_RAW_COL;VALUE_ID;WPA_YEAR_COL;TIME_PERIOD;startPeriod;endPeriod;SHEET_NAME;RAW_OBS_VALUE_COLUMN_NAME;EXTRACTOR_CLASS;RAW_OBS_VALUE_TYPE;INVERT_NORMALIZATION;NORMALISE_TO_100000;SOURCE_TITLE;ENDPOINT_URL;SOMETHING;STUFF;ADDRESS;INDICATOR_ID;VALUE_ID_default;SOURCE_TYPE;SOURCE_BODY;SOURCE_TITLE_default;ADDRESS_default;EXTRACTOR_CLASS_default;FORMER_SOURCE_ID;ENDPOINT_URL_default;un_treaty_data_col;WPA_OBS_RAW_COL_default;WPA_YEAR_COL_default;RAW_OBS_VALUE_COLUMN_NAME_default;COUNTRY_NAME_COLUMN_NAME;RAW_OBS_VALUE_TYPE_default;ATTR_RATIFICATION_DATE_COLUMN_NAME;ATTR_UNIT_MEASURE;INVERT_NORMALIZATION_default;DIMENSION_VALUES_NORMALIZATION;UNIT_MEASURE;COMMENT;COMMENTS;FILE_PATH_default;NRGI_SECTOR;LINKT_TO;NORMALISE_TO_100000_default;PROJECT;INDEX;ISSUE;CATEGORY;INDICATOR_CODE_2018;INDICATOR_NAME;INDICATOR_DESCRIPTION;INDICATOR_EXPLANATION;STATUS;COMMENTS_default;EFFECTIVE_OF;CURRENT;CALCULATION_TYPE;LEGACY_DATA_FROM;REPLACES_IND_ID;DIMENSION_VALUES_NORMALIZATION_default;UNIT_MEASURE_default;CORRESPONDING_SOURCE;CORRESPONDING_VALUE_TYPE;SORTING_COLUMN;INDICATOR_ACR;COMMENT_default;INDEX_CODE;ISSUE_CODE;CATEGORY_CODE;INDICATOR_CODE;TYPE;RANGE;VALUE_ENCODING;VALUE_LABELS;NA_ENCODING;UNITS;CRBA_RELEASE_YEAR
101;X-167;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.un.UN_SDG_UN_POP;;inverted;;SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1,  Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number) VC_DSR_PDLN;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_PDLN&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-166;V-5;API (SDG) + UN data;UN SDG/ UN POP;SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1,  Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters (number) VC_DSR_PDLN;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.un.UN_SDG_UN_POP;S-185;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_PDLN&pageSize=999999999;;;;;;;;Derived from SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1, Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters. Instead of total, absolute number, this indicator indicates number per 100.000 population;inverted;"DIM_SDG_INDICATOR==""1.5.1""";RATE_100000;;;;;;;CRBA;Community and Environment;Natural disasters;Outcome;NEW;Damaged livelihoods associated with disasters;Number of people whose livelihoods were disrupted and destroyed due to disaster;;Created;;2020.0;1.0;automated;;;"DIM_SDG_INDICATOR==""1.5.1""";RATE_100000;;;166.0;DALIAD;;CE;ND;OC;CE_ND_OC_DALIAD;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
102;X-168;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.un.UN_SDG_UN_POP;;inverted;;SDG Indicator 11.5.3, VC_DSR_ESDN:  If possible, make relative to population;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_ESDN&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-167;V-5;API (SDG) + UN data;UN SDG/ UN POP;SDG Indicator 11.5.3, VC_DSR_ESDN:  If possible, make relative to population;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.un.UN_SDG_UN_POP;S-186;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_ESDN&pageSize=999999999;;;;;;;;Derived from SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1, Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters. Instead of total, absolute number, this indicator indicates number per 100.000 population;inverted;"DIM_SDG_INDICATOR==""11.5.3""";RATE_100000;;;;;;;CRBA;Community and Environment;Natural disasters;Outcome;NEW;Disruption to education services;Number of disruptions to educational services attributed to disasters;;Created;;2020.0;1.0;automated;;;"DIM_SDG_INDICATOR==""11.5.2""";RATE_100000;;;167.0;DIEDSE;;CE;ND;OC;CE_ND_OC_DIEDSE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
103;X-169;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.un.UN_SDG_UN_POP;;inverted;;SDG Indicator Indicator 11.5.3,  Series:  Number of disruptions to health services attributed to disasters (number) VC_DSR_HSDN.;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_HSDN&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-168;V-5;API (SDG) + UN data;UN SDG/ UN POP;SDG Indicator Indicator 11.5.3,  Series:  Number of disruptions to health services attributed to disasters (number) VC_DSR_HSDN.;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.un.UN_SDG_UN_POP;S-187;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_HSDN&pageSize=999999999;;;;;;;;Derived from SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1, Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters. Instead of total, absolute number, this indicator indicates number per 100.000 population;inverted;"DIM_SDG_INDICATOR==""11.5.3""";RATE_100000;;;;;;;CRBA;Community and Environment;Natural disasters;Outcome;NEW;Disruption to health services;Number of disruptions to health services attributed to disasters per 100.000 population;;Created;;2020.0;1.0;automated;;;"DIM_SDG_INDICATOR==""11.5.2""";RATE_100000;;;168.0;DIHESE;;CE;ND;OC;CE_ND_OC_DIHESE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
104;X-170;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.un.UN_SDG_UN_POP;;inverted;;SDG Indicator 11.5.3, Series: Number of disruptions to other basic services attributed to disasters (number) VC_DSR_OBDN;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_OBDN&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-169;V-5;API (SDG) + UN data;UN SDG/ UN POP;SDG Indicator 11.5.3, Series: Number of disruptions to other basic services attributed to disasters (number) VC_DSR_OBDN;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.un.UN_SDG_UN_POP;S-188;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=VC_DSR_OBDN&pageSize=999999999;;;;;;;;Derived from SDG Indicator 1.5.1: Indicator 1.5.1, 11.5.1, 13.1.1, Series:  Number of people whose livelihoods were disrupted or destroyed, attributed to disasters. Instead of total, absolute number, this indicator indicates number per 100.000 population;inverted;"DIM_SDG_INDICATOR==""11.5.3""";RATE_100000;;;;;;;CRBA;Community and Environment;Natural disasters;Outcome;NEW;Disruption to basic services;Number of disruptions to other basic services attributed to disasters per 100.000 population;;Created;;2020.0;1.0;automated;;;"DIM_SDG_INDICATOR==""11.5.2""";RATE_100000;;;169.0;DIBASE;;CE;ND;OC;CE_ND_OC_DIBASE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
105;X-171;xxx;xxx;xxx;;;V-5;;;;;;Disaster Internal Displacements (Raw);etl.source_adapter.idmc.IDMC_Extractor;;inverted;;Global Internal Displacement Database. Disasters new displacements;https://api.idmcdb.org/api/displacement_data/xlsx?year={startYear}&year={endYear}&range=true&ci=IDMCWSHSOLO009;;;http://www.internal-displacement.org/database/displacement-data;I-170;V-5;Excel (no URL);Internal Displacement Monitoring Centre;Global Internal Displacement Database. Disasters new displacements;http://www.internal-displacement.org/database/displacement-data;etl.source_adapter.idmc.IDMC_Extractor;S-189;https://api.idmcdb.org/api/displacement_data/xlsx?year={startYear}&year={endYear}&range=true&ci=IDMCWSHSOLO009;;;;Disaster Internal Displacements (Raw);;;;Number of new internally displaced persons (natural disasters) per 100.000 people for a given year. Calculated as 'Number of new IDPs (Conflict and violence)' in a given year taken from https://www.internal-displacement.org/database/displacement-data multiplied by 100 and divided by 'Total Population (given in 1.000)' ;inverted;;RATE_100000;;;;;;;CRBA;Community and Environment;Natural disasters;Outcome;3.4.2 ;New displacements of people by natural disasters;New displacements (natural disasters) per per 100,000 population ;;Created;;2018.0;1.0;automated;2018.0;;;RATE_100000;;;170.0;NEDPND;;CE;ND;OC;CE_ND_OC_NEDPND;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
106;X-172;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.inform.Inform_Risk_Index_Data;;inverted;;INFORM Risk Index 2020;https://drmkc.jrc.ec.europa.eu/inform-index/Portals/0/InfoRM/2021/INFORM_Risk_2021_v050.xlsx?ver=2021-09-02-170624-200;;;https://drmkc.jrc.ec.europa.eu/inform-index/Home/portalid/46?fileticket=ALAwxmXApQk%3d;I-171;V-5;Excel (with URL endpoint);INFORM index;INFORM Risk Index 2020;https://drmkc.jrc.ec.europa.eu/inform-index/Home/portalid/46?fileticket=ALAwxmXApQk%3d;etl.source_adapter.inform.Inform_Risk_Index_Data;S-190;https://drmkc.jrc.ec.europa.eu/inform-index/Portals/0/InfoRM/2021/INFORM_Risk_2021_v050.xlsx?ver=2021-09-02-170624-200;;;;;;;;;inverted;;IDX;;;;;;;CRBA;Community and Environment;Natural disasters;Enforcement;3.4.3 ;Risk of humanitarian crises and disasters;INFORM (Index for Risk Management) country risk score;;Created;;2018.0;1.0;automated;;;;IDX;;;171.0;RIHUCD;;CE;ND;EN;CE_ND_EN_RIHUCD;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
107;X-173;xxx;xxx;xxx;;;V-1;;;;;;;etl.source_adapter.un.UnTreaties;;;;Convention on the Rights of the Child;nan;;;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11&chapter=4&clang=_en;I-172;V-1;Website (static html);UN Treaties;Convention on the Rights of the Child;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11&chapter=4&clang=_en;etl.source_adapter.un.UnTreaties;S-191;nan;Ratification, Acceptance(A), Accession(a), Succession(d);;;;;;;;;;;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Legal framework international;1.1.5.1;Convention on the Rights of the Child (CRC);Ratification of Convention on the Rights of the Child;;Created;;2018.0;1.0;automated;2018.0;;;;;;172.0;CORICC;;CE;FC;LF;CE_FC_LF_CORICC;Categorical;[0,1,2];"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";;;2023
108;X-174;xxx;xxx;xxx;;;V-1;;;;;;;etl.source_adapter.un.UnTreaties;;;;Optional Protocol to the Convention on the Rights of the Child on a communications procedure;nan;;;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11-d&chapter=4&clang=_en;I-173;V-1;Website (static html);UN Treaties;Optional Protocol to the Convention on the Rights of the Child on a communications procedure;https://treaties.un.org/Pages/ViewDetails.aspx?src=IND&mtdsg_no=IV-11-d&chapter=4&clang=_en;etl.source_adapter.un.UnTreaties;S-192;nan;Accession(a), Ratification;;;;;;;;;;;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Legal framework international;1.1.5.2;CRC Optional Protocol on Communications Procedure;Ratification of the Optional Protocol on the Rights of the Child on a Communications Procedure;;Created;;2018.0;1.0;automated;2018.0;;;;;;173.0;CROPCP;;CE;FC;LF;CE_FC_LF_CROPCP;Categorical;[0,1,2];"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";"2=Yes [Ratified/signed]; 1=No [Not ratified/signed]; 0=No data/not applicable";;;2023
109;X-175;xxx;xxx;xxx;;;V-5;;;;;;Sub-total;etl.source_adapter.crin.CRIN_Treaties;;not inverted;;Access to Justice Country Ranking: Part I;https://archive.crin.org/sites/default/files/access_to_justice_data.xls;;;https://archive.crin.org/en/home/law/access-justice/access-justice-children-data-and-methodology.html;I-174;V-5;Excel (with URL endpoint);CRIN;Access to Justice Country Ranking: Part I;https://archive.crin.org/en/home/law/access-justice/access-justice-children-data-and-methodology.html;etl.source_adapter.crin.CRIN_Treaties;S-193;https://archive.crin.org/sites/default/files/access_to_justice_data.xls;;;;Sub-total;Unnamed: 1;;;;not inverted;;IDX;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Legal framework national;1.2.5.1;Legal status of CRC;Access to Justice Country Ranking: Legal Status of the Convention on the Rights of the Child (CRC);;Created;;2018.0;1.0;automated;2018.0;;;IDX;;;174.0;LESTCR;;CE;FC;LF;CE_FC_LF_LESTCR;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
110;X-180;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.json.DefaultJsonExtractor;;not inverted;;SDG Indicator 1.a.2: Proportion of total government spending on essential services (education, health and social protection);https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SD_XPD_ESED&pageSize=999999999;;;https://www.sdg.org/datasets/279eebc614f64c9db58e4c029cf749a3_0;I-184;V-5;API (SDG);UN SDG;SDG Indicator 1.a.2: Proportion of total government spending on essential services (education, health and social protection);https://www.sdg.org/datasets/279eebc614f64c9db58e4c029cf749a3_0;etl.source_adapter.json.DefaultJsonExtractor;S-198;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SD_XPD_ESED&pageSize=999999999;;;;;;;;;not inverted;;PCNT;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Enforcement;2.1.3;Education spending;Proportion of total government spending on essential services, education;;Created;;2018.0;1.0;automated;;;;PCNT;;;184.0;EDUSPE;;CE;FC;EN;CE_FC_EN_EDUSPE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
111;X-181;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;not inverted;;Global Health Observatory, Current health expenditure per capita, PPP (current international $): ;http://apps.who.int/gho/athena/api/GHO/GHED_CHE_pc_PPP_SHA2011.csv;;;https://data.worldbank.org/indicator/SH.XPD.CHEX.PP.CD;I-185;V-5;API (WHO);WHO;Global Health Observatory, Current health expenditure per capita, PPP (current international $): ;https://data.worldbank.org/indicator/SH.XPD.CHEX.PP.CD;etl.source_adapter.csv.DefaultCSVExtractor;S-199;http://apps.who.int/gho/athena/api/GHO/GHED_CHE_pc_PPP_SHA2011.csv;;;;;;;;;not inverted;;PPP_CURRENT_INTERNATIONAL_$;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Enforcement;2.1.4;Health expenditure;Current health expenditure per capita, PPP (current international $);;Created;;2018.0;1.0;automated;;;;PPP_CURRENT_INTERNATIONAL_$;;;185.0;HEAEXP;;CE;FC;EN;CE_FC_EN_HEAEXP;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
112;X-184;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.json.DefaultJsonExtractor;;inverted;;SDG Indicator 1.1.1, ILO Stat: Employed population below international poverty line, by sex and age (%) SI_POV_EMP1;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_EMP1&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-44;V-5;API (SDG);UN SDG;SDG Indicator 1.1.1, ILO Stat: Employed population below international poverty line, by sex and age (%) SI_POV_EMP1;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.json.DefaultJsonExtractor;S-204;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_EMP1&pageSize=999999999;;;;;;;;;inverted;"DIM_AGE_GROUP==""15+ YEARS"" & DIM_SEX==""BOTH_SEXES""";PCNT;;;;;;;CRBA;Workplace;Decent working conditions;Outcome;NEW;Working poverty rate;Working poverty rate (percentage of employed living below US$1.90 PPP);;Created;;2020.0;1.0;automated;;;"DIM_AGE_GROUP==""15+ YEARS"" & DIM_SEX==""BOTH_SEXES""";PCNT;;;44.0;WOPORA;;WP;DW;OC;WP_DW_OC_WOPORA;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
113;X-186;xxx;xxx;xxx;;;V-31;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Age limits - Alcohol service/sales: Use both columns – off premises ;http://apps.who.int/gho/athena/api/GHO/SA_0000001699.csv;;;http://apps.who.int/gho/data/view.main.54500;I-192;V-31;API (WHO);WHO;Global Health Observatory, Age limits - Alcohol service/sales: Use both columns – off premises ;http://apps.who.int/gho/data/view.main.54500;etl.source_adapter.csv.DefaultCSVExtractor;S-207;http://apps.who.int/gho/athena/api/GHO/SA_0000001699.csv;;;;;;;;;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS""";;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;NEW;Age limits off-premise alcohol sale;Age limits on alcohol sale off premises (spirits);;Created;;2018.0;1.0;automated;2018.0;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS""";;;;192.0;AGLIOA;;MP;MA;LF;MP_MA_LF_AGLIOA;Categorical;[0,1,2,3];"3=Total ban; 3= total ban; 3=25;  3=21; 3=20; 3=19; 3=18; 2=17; 2=16; 1=15; 1=14; 1=13; 1=None; 0=No data; 0=subnational; 0=Subnational";"3=Spirits can be obtained from age 18 or above; 2=Spirits can be obtained at age 16 or 17; 1=Spirits can be obtained at age 15 or below, or there aren't any age limitations; 0=No data or limits are at subnational level";;;2023
114;X-187;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Percentage of out-of-school adolescents of primary school age. ;https://api.uis.unesco.org/sdmx/data/UNESCO,SDG4,2.0/ROFST.PT.L1._T._T+F+M.SCH_AGE_GROUP._T.INST_T._Z._T._Z._Z._Z._T._T._Z._Z._Z.?startPeriod=2017&endPeriod=2018&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09;;;https://api.uis.unesco.org/sdmx/data/UNESCO,SDG4,2.0/ROFST.PT.L1._T._T+F+M.SCH_AGE_GROUP._T.INST_T._Z._T._Z._Z._Z._T._T._Z._Z._Z.?startPeriod=2017&endPeriod=2018&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09;I-193;V-5;API (UNESCO);UNESCO;Percentage of out-of-school adolescents of primary school age. ;https://api.uis.unesco.org/sdmx/data/UNESCO,SDG4,2.0/ROFST.PT.L1._T._T+F+M.SCH_AGE_GROUP._T.INST_T._Z._T._Z._Z._Z._T._T._Z._Z._Z.?startPeriod=2017&endPeriod=2018&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09;etl.source_adapter.csv.DefaultCSVExtractor;S-208;https://api.uis.unesco.org/sdmx/data/UNESCO,SDG4,2.0/ROFST.PT.L1._T._T+F+M.SCH_AGE_GROUP._T.INST_T._Z._T._Z._Z._Z._T._T._Z._Z._Z.?startPeriod=2017&endPeriod=2018&format=csv-sdmx&locale=en&subscription-key=460ab272abdd43c892bb59c218c22c09;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES"" &  DIM_EDU_LEVEL==""PRIMARY EDUCATION"" & DIM_AGE_GROUP==""SCHOOL_AGE_POPULATION""";PCNT;;;;;;;CRBA;Community and Environment;Fulfillment of children’s rights;Outcome;NEW;Out-of-school adolescents (primary school);Percentage of out-of-school adolescents of primary school age;;Created;;2018.0;1.0;automated;2018.0;;"DIM_SEX==""BOTH_SEXES"" &  DIM_EDU_LEVEL==""PRIMARY EDUCATION"" & DIM_AGE_GROUP==""SCHOOL_AGE_POPULATION""";PCNT;;;193.0;OUADPS;;CE;FC;OC;CE_FC_OC_OUADPS;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
115;X-188;xxx;xxx;xxx;;;V-32;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Advertising restrictions on national radio;http://apps.who.int/gho/athena/api/GHO/SA_0000001509.csv;;;https://apps.who.int/gho/data/node.main.A1134?lang=en;I-194;V-32;API (WHO);WHO;Global Health Observatory, Advertising restrictions on national radio;https://apps.who.int/gho/data/node.main.A1134?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-209;http://apps.who.int/gho/athena/api/GHO/SA_0000001509.csv;;;;;;;;;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.6;Ban on alcohol advertising on national radio;Ban on alcohol (spirits) advertising on national radio;;Created;;2018.0;1.0;automated;2018.0;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;194.0;BAAANR;;MP;MA;LF;MP_MA_LF_BAAANR;Categorical;[0,1,2,3,4,5];"3=ban; 2=partial restriction content; 2=partial restriction place; 2= partial restriction place/content; 2=partial restriction time; 2=partial restriction time/content; 2=partial restriction time/place; 2=partial restriction time/place/content; 2 =partial restrictionplace/ content; 1=no restriction; 1=voluntary/self-restricted; 0=No data";"3=Ban; 2=Partial restriction (concerning at least one of the following: time, content, place); 1=No restrictions OR voluntary/self-restricted; 0=No data";;;2023
116;X-189;xxx;xxx;xxx;;;V-32;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;;;Global Health Observatory, Advertising restrictions on print media;http://apps.who.int/gho/athena/api/GHO/SA_0000001511.csv;;;https://apps.who.int/gho/data/node.main.A1136?lang=en;I-195;V-32;API (WHO);WHO;Global Health Observatory, Advertising restrictions on print media;https://apps.who.int/gho/data/node.main.A1136?lang=en;etl.source_adapter.csv.DefaultCSVExtractor;S-210;http://apps.who.int/gho/athena/api/GHO/SA_0000001511.csv;;;;;;;;;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;;;;;CRBA;Marketplace;Marketing and Advertising;Legal framework national;1.2.1.3.6;Ban on alcohol advertising on print media;Ban on alcohol (spirits) advertising on print media;;Created;;2018.0;1.0;automated;2018.0;;"DIM_ALCOHOL_TYPE==""SA_SPIRITS_ADS""";;;;195.0;BAAAPM;;MP;MA;LF;MP_MA_LF_BAAAPM;Categorical;[0,1,2,3,4,5];"3=ban; 2=partial restriction content; 2=partial restriction place; 2= partial restriction place/content; 2=partial restriction time; 2=partial restriction time/content; 2=partial restriction time/place; 2=partial restriction time/place/content; 2 =partial restrictionplace/ content; 1=no restriction; 1=voluntary/self-restricted; 0=No data";"3=Ban; 2=Partial restriction (concerning at least one of the following: time, content, place); 1=No restrictions OR voluntary/self-restricted; 0=No data";;;2023
117;X-193;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.json.DefaultJsonExtractor;;not inverted;;SDG database - 16.9.1: Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age) SG_REG_BRTH;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-201;V-5;API (SDG);UN SDG;SDG database - 16.9.1: Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age) SG_REG_BRTH;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.json.DefaultJsonExtractor;S-214;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999;;;;;;;;;not inverted;"DIM_AGE_GROUP==""<5 YEARS""";PCNT;;;;;;;CRBA;Workplace;Child labour;Enforcement;NEW;Birth registration under 5 years of age;Proportion of children under 5 years of age whose births have been registered with a civil authority;If the state is effective at registering births, children are more likely to go to school and receive state protections. Children who do not attend school are more likely to work.;Created;;2020.0;1.0;automated;2020.0;;;PCNT;;;201.0;BIR5YA;;WP;CL;EN;WP_CL_EN_BIR5YA;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
118;X-194;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.csv.DefaultCSVExtractor;;inverted;;Underweight children aged 0-5. UNICEF DATA https://data.unicef.org/topic/nutrition/malnutrition/ ;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,NUTRITION,1.0/.NT_ANT_WAZ_NE2..Y0T4....?format=sdmx-csv;;;https://data.unicef.org/topic/nutrition/malnutrition/;I-202;V-5;API (UNICEF);UNICEF;Underweight children aged 0-5. UNICEF DATA https://data.unicef.org/topic/nutrition/malnutrition/ ;https://data.unicef.org/topic/nutrition/malnutrition/;etl.source_adapter.csv.DefaultCSVExtractor;S-215;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,NUTRITION,1.0/.NT_ANT_WAZ_NE2..Y0T4....?format=sdmx-csv;;;;;;;;;inverted;"DIM_SEX==""BOTH_SEXES"" & DIM_AGE_GROUP == ""0-5 YEARS"" & DIM_QUANTILE == ""_T"" & DIM_AREA_TYPE == ""TOTAL"" & DIM_MATERNAL_EDU_LVL == ""_T: Total""";PCNT;;;;;;;CRBA;Marketplace;Marketing and Advertising;Outcome;NEW;Child malnutrition under 6 months;UNICEF/WHO/World Bank joint child malnutrition estimates;;Created;;2020.0;1.0;automated;2020.0;;"DIM_SEX==""BOTH_SEXES"" & DIM_AGE_GROUP == ""0-5 YEARS"" & DIM_QUANTILE == ""_T"" & DIM_AREA_TYPE == ""TOTAL"" & DIM_MATERNAL_EDU_LVL == ""_T: Total""";PCNT;;;202.0;CHMA6M;;MP;MA;OC;MP_MA_OC_CHMA6M;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
119;X-196;xxx;xxx;xxx;;;V-5;;;;;;;etl.source_adapter.json.DefaultJsonExtractor;;not inverted;;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;;;https://unstats.un.org/sdgs/indicators/database/;I-205;V-5;API (SDG);UN SDG;SDG Indicator 8.7.1. 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;https://unstats.un.org/sdgs/indicators/database/;etl.source_adapter.json.DefaultJsonExtractor;S-217;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_EWT_RCYPCAP&pageSize=999999999;;;;;;;;;not inverted;"DIM_SDG_INDICATOR==""12.5.1""";KG_PER_CAPITA;;;;;;;CRBA;Marketplace;Product Safety;Outcome;NEW;Electronic waste recycling;SDG Database 12.4.2, 12.5.1,  Series:  Electronic waste recycling, per capita (Kg) EN_EWT_RCYPCAP;;Created;;2020.0;1.0;automated;2020.0;;"DIM_SDG_INDICATOR==""12.4.2""";KG_PER_CAPITA;;;205.0;ELWARE;;MP;PS;OC;MP_PS_OC_ELWARE;Numeric;[0-100];Continuous variable;Continuous variable;;;2023
