;COUNTRY_ISO_3;TIME_PERIOD;RAW_OBS_VALUE;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
47;DJI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
48;DMA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
49;DOM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
50;ECU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
51;EGY;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
52;SLV;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
53;GNQ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
54;ERI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
55;EST;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
56;SWZ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
57;ETH;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
58;FJI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
59;FIN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
60;FRA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
61;GAB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
62;GMB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
63;GEO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
64;DEU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
65;GHA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
66;GRC;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
67;GRD;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
68;GTM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
69;GIN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
70;GNB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
71;GUY;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
72;HTI;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
73;HND;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
74;HUN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
75;ISL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
76;IND;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
77;IDN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
78;IRN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
79;IRQ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
80;IRL;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
81;ISR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
82;ITA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
83;JAM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
84;JPN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
85;JOR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
86;KAZ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
87;KEN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
88;KIR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
89;PRK;2023;0;right_only;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
90;KOR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
91;XKX;2023;0;right_only;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
92;KWT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
93;KGZ;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
94;LAO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
