;TIME_PERIOD;COUNTRY_ISO_3;RAW_OBS_VALUE;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
71;2019.0;GNB;59.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
72;2014.0;GUY;21.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
73;2017.0;HTI;39.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
74;2012.0;HND;30.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
75;2023.0;HUN;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
76;2023.0;ISL;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
77;2017.0;IND;58.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
78;2017.0;IDN;50.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
79;2010.0;IRN;53.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
80;2018.0;IRQ;25.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
81;2023.0;IRL;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
82;2023.0;ISR;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
83;2023.0;ITA;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
84;2011.0;JAM;23.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
85;2023.0;JPN;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
86;2017.0;JOR;25.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
87;2015.0;KAZ;37.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
88;2014.0;KEN;61.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
89;2018.0;KIR;63.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
90;2017.0;PRK;71.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
91;2023.0;KOR;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
92;2023.0;XKX;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
93;2023.0;KWT;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
94;2018.0;KGZ;45.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
95;2017.0;LAO;44.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
96;2023.0;LVA;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
97;2023.0;LBN;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
98;2018.0;LSO;59.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
99;2019.0;LBR;55.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
100;2023.0;LBY;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
101;2023.0;LIE;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
102;2023.0;LTU;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
103;2023.0;LUX;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
104;2019.0;MKD;27.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
105;2018.0;MDG;50.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
106;2015.0;MWI;59.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
107;2016.0;MYS;40.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
108;2017.0;MDV;63.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
109;2019.0;MLI;40.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
110;2023.0;MLT;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
111;2017.0;MHL;43.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
112;2018.0;MRT;40.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
113;2023.0;MUS;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
114;2019.0;MEX;27.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
115;2023.0;FSM;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
116;2012.0;MDA;36.4;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
117;2023.0;MCO;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
118;2020.0;MNG;58.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
119;2018.0;MNE;19.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
120;2017.0;MAR;35.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
121;2013.0;MOZ;41.0;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
122;2016.0;MMR;51.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
123;2013.0;NAM;48.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
124;2007.0;NRU;67.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
125;2019.0;NPL;62.1;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
126;2023.0;NLD;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
127;2023.0;NZL;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
128;2012.0;NIC;31.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
129;2019.0;NER;21.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
130;2018.0;NGA;25.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
131;2018.0;NGA;28.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
132;2023.0;NOR;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
133;2017.0;OMN;23.2;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
134;2018.0;PAK;47.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
135;2018.0;PAK;47.8;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
136;2023.0;PLW;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
137;2020.0;PSE;38.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
138;2013.0;PAN;21.5;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
139;2017.0;PNG;59.7;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
140;2016.0;PRY;29.6;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
141;2019.0;PER;65.3;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
142;2018.0;PHL;54.9;both;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
143;2023.0;POL;;right_only;Exclusive breastfeeding	;Marketplace;Marketing and Advertising;Outcome;MP_MA_OC_EXCBRE;http://apps.who.int/gho/data/node.main.1100?lang=en;WHO;Exclusive breastfeeding under 6 months;;PCNT;;Global Health Observatory, Infants exclusively breastfed for the first six months of life (%);http://apps.who.int/gho/athena/api/GHO/WHOSIS_000006.csv;2023
